id_pfam	start	end	id_protein	length
PF02023	38	127	4762	90
PF13450	72	135	4763	64
PF12926	8	96	4764	89
PF12937	12	55	4765	44
PF09133	383	470	4766	88
PF00249	877	925	4766	49
PF07766	78	346	4767	269
PF11571	228	310	4768	83
PLD75	852	911	4769	60
PF00069	32	327	4769	296
PF07719	562	594	4770	33
PF00620	66	213	4771	148
PF01776	11	118	4772	108
PF02185	106	173	4773	68
PF00433	840	881	4773	42
PF02185	20	80	4773	61
PF00069	559	818	4773	260
PF02185	180	246	4773	67
PF00282	167	318	4774	152
PF07534	268	412	4775	145
PF00173	21	89	4776	69
PF01344	339	381	4777	43
PF01344	384	428	4777	45
PF07707	155	257	4777	103
PF00651	31	150	4777	120
PF01344	430	476	4777	47
PF01344	522	566	4777	45
PF00096	534	556	4778	23
PF01352	4	45	4778	42
PF00096	366	388	4778	23
PF00096	254	276	4778	23
PF00096	282	304	4778	23
PF00096	478	500	4778	23
PF00096	394	416	4778	23
PF00096	422	444	4778	23
PF13912	225	251	4778	27
PF00096	338	360	4778	23
PF00096	310	332	4778	23
PF15280	7	212	4780	206
PF04212	376	442	4781	67
PF04212	281	346	4781	66
PF00069	14	270	4781	257
PF08265	142	170	4782	29
PF07522	914	1020	4783	107
PF00096	359	381	4784	23
PF00096	247	269	4784	23
PF00096	219	241	4784	23
PF00096	387	409	4784	23
PF01352	14	55	4784	42
PF00096	415	437	4784	23
PF00096	331	353	4784	23
PF00096	191	213	4784	23
PF00096	275	297	4784	23
PF00096	303	325	4784	23
PF00487	66	293	4785	228
PF08557	6	42	4785	37
PF02023	48	137	4786	90
PF00069	25	293	4787	269
PF00025	6	177	4788	172
PF03006	43	272	4789	230
PF15051	203	518	4791	316
PF00160	14	166	4792	153
PF15756	26	121	4793	96
PF01762	130	334	4794	205
PF15010	86	358	4795	273
PF15759	61	575	4796	515
PF00400	9	49	4797	41
PF00400	97	135	4797	39
PF00400	226	267	4797	42
PF00008	216	246	4798	31
PF00008	95	127	4798	33
PF12661	142	166	4798	25
PF00008	178	208	4798	31
PF00169	388	483	4799	96
PF00169	44	146	4799	103
PF03114	997	1209	4800	213
PF00018	249	294	4800	46
PF07653	70	124	4800	55
PF00018	8	53	4800	46
PF00621	788	965	4800	178
PF14604	152	200	4800	49
PF00018	1519	1568	4800	50
PF00155	63	446	4801	384
PF07714	125	395	4802	271
PF07744	857	1017	4804	161
PF07500	607	719	4804	113
PF00096	367	389	4805	23
PF00096	255	277	4805	23
PF00096	339	361	4805	23
PF00096	311	333	4805	23
PF00096	283	305	4805	23
PF01352	7	48	4805	42
PF00096	227	249	4805	23
PF01834	1	123	4806	123
PF00149	134	337	4807	204
PF16656	32	125	4807	94
PF14008	362	424	4807	63
PF15064	6	977	4810	972
PF18995	1422	1871	4812	450
PF02207	119	187	4812	69
PF00028	141	227	4813	87
PF00028	241	336	4813	96
PF00028	466	557	4813	92
PF10523	412	489	4814	78
PF14545	180	318	4815	139
PF18567	11	141	4815	131
PF09789	1	283	4816	283
PF03455	541	592	4817	52
PF01477	938	1043	4817	106
PF02759	1126	1267	4817	142
PF02759	780	929	4817	150
PF02141	187	375	4817	189
PF03456	57	119	4817	63
PF10264	111	189	4819	79
PF15235	630	771	4820	142
PF02148	236	297	4821	62
PF00443	363	703	4821	341
PF03637	32	200	4822	169
PF00168	925	1039	4823	115
PF06292	551	895	4823	345
PF00168	112	263	4823	152
PF09725	104	220	4824	117
PF00179	12	169	4825	158
PF02214	32	124	4826	93
PF01667	28	82	4827	55
PF00782	315	445	4828	131
PF08766	249	302	4828	54
PF00618	1249	1348	4829	100
PF16474	37	184	4829	148
PF00617	1472	1678	4829	207
PF14047	227	294	4830	68
PF14049	179	228	4830	50
PF14049	129	167	4830	39
PF00096	259	281	4831	23
PF00096	147	169	4831	23
PF00096	203	225	4831	23
PF00096	63	85	4831	23
PF00096	231	253	4831	23
PF00096	91	113	4831	23
PF00096	119	141	4831	23
PF00096	175	197	4831	23
PF00587	142	355	4832	214
PF03129	371	467	4832	97
PF15477	354	423	4833	70
PF04670	9	235	4834	227
PF07159	59	303	4835	245
PF05994	389	1222	4835	834
PF09332	524	873	4836	350
PF09329	382	427	4836	46
PF13915	348	406	4837	59
PF13889	480	537	4837	58
PF04190	56	306	4838	251
PF01902	1	241	4839	241
PF00096	391	413	4840	23
PF00096	195	217	4840	23
PF00096	335	357	4840	23
PF00096	419	441	4840	23
PF00096	167	189	4840	23
PF01352	3	44	4840	42
PF00069	69	379	4841	311
PF09514	157	187	4842	31
PF03660	1	104	4843	104
PF00069	25	313	4844	289
PF00780	1218	1548	4844	331
PF01448	176	226	4846	51
PF19426	336	550	4846	215
PF09324	849	931	4847	83
PF12783	212	385	4847	174
PF16206	934	1708	4847	775
PF16213	8	184	4847	177
PF00096	530	552	4848	23
PF00096	307	329	4848	23
PF00096	474	496	4848	23
PF00096	391	413	4848	23
PF00096	558	580	4848	23
PF00096	195	217	4848	23
PF00096	363	385	4848	23
PF00096	447	469	4848	23
PF01352	5	46	4848	42
PF00096	251	273	4848	23
PF00096	502	524	4848	23
PF00096	279	301	4848	23
PF00096	223	245	4848	23
PF00096	586	608	4848	23
PF02170	274	406	4849	133
PF02171	546	838	4849	293
PF03456	210	275	4850	66
PF03455	599	648	4850	50
PF02141	308	492	4850	185
PF01485	178	240	4851	63
PF01485	101	166	4851	66
PF01027	159	366	4852	208
PLD44	59	118	4852	60
PF17215	846	925	4853	80
PF13638	66	195	4853	130
PF17216	225	351	4853	127
PF00773	467	797	4853	331
PF17849	370	438	4853	69
PF00057	397	433	4855	37
PF00057	138	174	4855	37
PF00431	192	302	4855	111
PF01170	189	326	4856	138
PF13023	24	183	4857	160
PF00412	257	313	4858	57
PF00412	140	193	4858	54
PF00412	198	253	4858	56
PF00412	15	72	4858	58
PF00412	76	131	4858	56
PF13561	14	242	4859	229
PF16211	89	123	4860	35
PF01661	216	330	4860	115
PF00125	2	88	4860	87
PF04988	337	472	4861	136
PF07686	37	141	4862	105
PF00632	4067	4374	4863	308
PF02825	1616	1679	4863	64
PF14377	2960	2992	4863	33
PF00627	1317	1352	4863	36
PF06025	430	814	4863	385
PF14377	3048	3083	4863	36
PF14377	3009	3043	4863	35
PF06012	88	368	4863	281
PF15170	1	78	4864	78
PF00535	499	682	4865	184
PF00652	810	932	4865	123
PF16207	163	221	4866	59
PF13923	17	56	4866	40
PF00400	1561	1602	4867	42
PF00400	1522	1557	4867	36
PF02809	806	822	4868	17
PF16674	1	105	4868	105
PF00443	341	948	4868	608
PF02809	828	844	4868	17
PF00566	803	1014	4869	212
PF11830	690	745	4869	56
PF00640	277	381	4869	105
PF00096	436	458	4870	23
PF00096	492	514	4870	23
PF00096	324	346	4870	23
PF01352	44	85	4870	42
PF00096	352	374	4870	23
PF00096	380	402	4870	23
PF00096	408	430	4870	23
PF00096	464	486	4870	23
PF14768	136	217	4872	82
PF14767	59	127	4872	69
PF14766	8	47	4872	40
PF01778	6	119	4873	114
PF04874	138	238	4873	101
PF11414	225	306	4874	82
PF12698	896	1270	4875	375
PF12698	1744	2203	4875	460
PF00005	1361	1507	4875	147
PF00005	2273	2418	4875	146
PF00046	2561	2617	4876	57
PF00046	2885	2941	4876	57
PF00046	2085	2141	4876	57
PF12874	699	723	4876	25
PF00096	1548	1572	4876	25
PF00046	2182	2238	4876	57
PF00100	277	517	4877	241
PF00431	154	262	4877	109
PF00431	50	143	4877	94
PF00443	89	418	4878	330
PF00612	791	811	4879	21
PF00612	821	841	4879	21
PF00616	1009	1221	4879	213
PF03836	1433	1555	4879	123
PF00612	733	751	4879	19
PF00612	761	781	4879	21
PF00307	34	150	4879	117
PF04931	72	836	4880	765
PF18044	222	243	4881	22
PF15388	167	477	4882	311
PF07647	804	874	4884	71
PF00536	718	780	4884	63
PF00536	645	709	4884	65
PF07967	72	201	4885	130
PF08600	248	344	4885	97
PF02301	26	220	4886	195
PF00096	91	113	4888	23
PF00096	177	199	4888	23
PF00096	147	170	4888	24
PF00096	119	141	4888	23
PF00096	63	85	4888	23
PF12422	212	362	4889	151
PF16101	37	153	4890	117
PF00069	106	361	4892	256
PF12145	283	730	4893	448
PF12144	1802	2019	4893	218
PF09497	105	161	4893	57
PLD32	2058	2117	4893	60
PF00069	190	518	4894	329
PF08007	51	364	4895	314
PF17798	1	148	4896	148
PF12721	642	697	4896	56
PF00273	222	394	4897	173
PF00273	30	202	4897	173
PF00273	414	592	4897	179
PF02893	72	182	4898	111
PF14854	80	196	4899	117
PF15374	8	335	4900	328
PF15374	313	461	4900	149
PF08433	130	319	4901	190
PF12775	2416	2597	4903	182
PF17857	2628	2727	4903	100
PF12777	3045	3382	4903	338
PF18199	4170	4468	4903	299
PF08393	1254	1659	4903	406
PF12781	3406	3627	4903	222
PF17852	2277	2411	4903	135
PF12780	2773	3032	4903	260
PF12774	1794	2120	4903	327
PF08385	245	544	4903	300
PF08385	544	758	4903	215
PF18198	4017	4164	4903	148
PF03028	3873	3986	4903	114
PF18385	645	742	4904	98
PF00621	1103	1291	4904	189
PF00169	507	620	4904	114
PF00595	890	972	4904	83
PF12001	863	969	4905	107
PF12796	38	131	4905	94
PF12796	129	197	4905	69
PF14915	327	617	4905	291
PF13640	576	674	4906	99
PF00415	168	217	4907	50
PF00415	220	269	4907	50
PF00415	272	345	4907	74
PF00415	349	399	4907	51
PF15295	4	128	4908	125
PF12923	160	280	4909	121
PF17799	20	107	4909	88
PF00041	425	510	4910	86
PF13927	43	121	4910	79
PF13927	237	310	4910	74
PF07679	330	417	4910	88
PF07679	139	227	4910	89
PF00041	522	606	4910	85
PF01477	1812	1928	4911	117
PF01477	1423	1539	4911	117
PF01477	1102	1225	4911	124
PF01477	1554	1664	4911	111
PF01477	298	411	4911	114
PF01477	1256	1372	4911	117
PF01477	45	154	4911	110
PF01477	686	803	4911	118
PF01477	1950	2060	4911	111
PF01477	816	933	4911	118
PF01477	1681	1796	4911	116
PF01477	971	1086	4911	116
PF01477	174	286	4911	113
PF01477	427	538	4911	112
PF01477	555	671	4911	117
PF15176	17	84	4912	68
PF01454	92	261	4913	170
PF05672	588	730	4914	143
PF16059	1040	1087	4915	48
PF00010	2424	2475	4915	52
PF00907	77	260	4915	184
PF00069	19	270	4916	252
PF02207	98	166	4917	69
PF02617	222	301	4917	80
PF18995	1308	1730	4917	423
PF04818	159	281	4918	123
PF01805	13	61	4918	49
PF01585	841	889	4918	49
PF01585	562	607	4919	46
PF01805	189	241	4919	53
PF01805	264	316	4919	53
PF05920	70	109	4920	40
PF11569	453	509	4920	57
PF00085	454	552	4921	99
PF00085	130	231	4921	102
PF00085	557	659	4921	103
PF00085	671	777	4921	107
PF00226	35	97	4921	63
PF13922	1479	1539	4922	61
PF05066	11	83	4922	73
PF13919	236	361	4922	126
PF08443	108	299	4923	192
PF12572	196	332	4924	137
PF04181	80	152	4925	73
PF00651	21	128	4926	108
PF07707	133	235	4926	103
PF01344	370	416	4926	47
PF00892	67	223	4927	157
PF00270	33	212	4928	180
PF00271	253	363	4928	111
PF13959	403	463	4928	61
PF00569	817	865	4929	49
PF00249	652	703	4929	52
PF03031	288	450	4930	163
PF15821	70	179	4931	110
PF15852	458	547	4931	90
PF00001	31	290	4932	260
PF01546	111	395	4933	285
PF07687	204	301	4933	98
PF04727	111	271	4934	161
PF18911	690	782	4935	93
PF07647	323	387	4936	65
PF00617	222	421	4938	200
PF01529	160	289	4939	130
PF02138	2696	2976	4940	281
PF14844	2587	2656	4940	70
PF01363	3449	3515	4940	67
PF10262	35	119	4941	85
PF15288	1280	1321	4942	42
PF12157	584	1047	4942	464
PF09247	22	85	4942	64
PF00439	1408	1491	4942	84
PF00439	1530	1614	4942	85
PF04061	11	146	4944	136
PF08743	239	328	4945	90
PF15412	89	146	4945	58
PF14443	340	457	4946	118
PF14444	55	112	4946	58
PF19257	234	315	4946	82
PF19256	503	560	4946	58
PF04129	94	601	4947	508
PF15676	31	587	4948	557
PF07653	10	64	4949	55
PF06920	1092	1588	4949	497
PF14429	397	583	4949	187
PF16172	69	392	4949	324
PF00170	15	72	4950	58
PF00194	12	261	4951	250
PF04710	71	469	4953	399
PF00069	40	328	4954	289
PF00498	434	508	4955	75
PF17780	203	254	4955	52
PF01585	619	662	4955	44
PF17704	1	123	4956	123
PF06027	86	232	4957	147
PF13424	559	637	4958	79
PF00515	779	812	4958	34
PF13432	497	559	4958	63
PF13181	677	710	4958	34
PF08409	247	321	4958	75
PF00307	1037	1142	4959	106
PF12130	1363	1499	4959	137
PF10358	12	164	4959	153
PF00481	96	339	4960	244
PF07653	349	415	4961	67
PF02828	183	233	4961	51
PF00595	256	333	4961	78
PF00625	478	662	4961	185
PF09060	123	170	4961	48
PF08243	581	682	4962	102
PF00334	451	586	4963	136
PF00334	316	452	4963	137
PF00334	155	237	4963	83
PF00085	11	115	4963	105
PF01392	58	164	4964	107
PF01759	200	296	4964	97
PF14857	26	423	4966	398
PF15669	21	206	4967	186
PF13328	11	152	4968	142
PF00096	496	518	4969	23
PF00096	554	577	4969	24
PF07776	78	161	4969	84
PF18755	61	168	4970	108
PF01398	268	375	4970	108
PF03798	140	333	4971	194
PF00046	83	135	4971	53
PF03942	66	289	4972	224
PLD85	234	293	4973	60
PF02845	9	50	4973	42
PF15061	2	58	4974	57
PF07086	1	177	4975	177
PF01652	48	208	4976	161
PF02338	153	278	4977	126
PF01564	472	628	4978	157
PF08241	53	158	4978	106
PF00001	44	324	4979	281
PF12678	40	98	4980	59
PF00069	17	260	4981	244
PF15049	11	171	4982	161
PF13499	563	627	4983	65
PF10523	310	391	4984	82
PF00956	245	385	4985	141
PF00096	329	351	4986	23
PF01352	18	59	4986	42
PF00096	385	407	4986	23
PF00096	273	295	4986	23
PF00096	357	379	4986	23
PF00096	301	323	4986	23
PF16021	169	482	4987	314
PF00096	540	562	4988	23
PF00096	344	366	4988	23
PF00096	708	730	4988	23
PF00096	624	646	4988	23
PF00096	260	282	4988	23
PF00096	568	590	4988	23
PF00096	318	338	4988	21
PF00096	484	506	4988	23
PF00096	596	618	4988	23
PF00096	400	422	4988	23
PF00096	372	394	4988	23
PF00096	288	310	4988	23
PF00096	456	478	4988	23
PF01352	7	48	4988	42
PF00096	512	534	4988	23
PF00096	680	702	4988	23
PF00096	428	450	4988	23
PF00096	232	254	4988	23
PF04493	23	241	4989	219
PLD132	371	430	4990	60
PF10239	17	331	4990	315
PF02760	574	740	4992	167
PF02760	201	369	4992	169
PF02758	8	80	4992	73
PF18102	210	344	4993	135
PF13923	163	202	4993	40
PF13917	9	50	4994	42
PF00400	271	309	4995	39
PF00400	2	38	4995	37
PF00400	131	167	4995	37
PF00400	44	82	4995	39
PF00400	86	125	4995	40
PF04564	404	476	4995	73
PF07647	329	394	4995	66
PF00400	229	267	4995	39
PF00400	170	217	4995	48
PF12871	179	276	4997	98
PF03371	10	175	4997	166
PF00076	488	554	4998	67
PF00076	574	641	4998	68
PF00076	309	377	4998	69
PF00076	395	460	4998	66
PF00004	664	796	4999	133
PF17862	818	864	4999	47
PF17862	547	603	4999	57
PF00004	390	523	4999	134
PF02023	34	123	5000	90
PF18149	254	363	5001	110
PF02889	981	1285	5001	305
PF00270	482	663	5001	182
PF00271	703	860	5001	158
PF00270	1329	1514	5001	186
PF02889	1812	2123	5001	312
PF03188	46	182	5002	137
PF03781	26	292	5003	267
PF00627	305	341	5004	37
PF07690	49	427	5005	379
PF00106	37	233	5006	197
PF08286	78	192	5007	115
PF12347	409	470	5008	62
PF12346	271	385	5008	115
PF12347	554	613	5008	60
PF10384	18	75	5008	58
PF00400	95	129	5009	35
PF13564	7	125	5010	119
PF00051	36	119	5011	84
PF00431	219	323	5011	105
PF01822	124	205	5011	82
PF13836	46	227	5012	182
PF15822	5	242	5013	238
PF00646	94	136	5015	43
PF00782	27	157	5016	131
PF12090	61	161	5017	101
PLD125	636	695	5017	60
PF12090	154	228	5017	75
PF17820	395	447	5018	53
PF00130	841	890	5018	50
PF13415	37	86	5019	50
PF00096	285	307	5020	23
PF02023	46	135	5020	90
PF00096	313	335	5020	23
PF00096	481	503	5020	23
PF00096	453	475	5020	23
PF00096	369	391	5020	23
PF00096	341	363	5020	23
PF00096	509	531	5020	23
PF00096	397	419	5020	23
PF00096	425	447	5020	23
PF12031	1927	2182	5021	256
PLD29	570	629	5021	60
PF01388	1055	1140	5021	86
PF00400	114	153	5022	40
PF00003	44	311	5023	268
PF02138	2287	2563	5024	277
PF13385	238	403	5024	166
PF06469	1966	2132	5024	167
PF15787	472	743	5024	272
PF14844	2158	2255	5024	98
PF03770	127	411	5026	285
PF02348	46	303	5027	258
PF04698	152	859	5028	708
PF02318	8	125	5028	118
PF15101	2	206	5029	205
PF15739	28	141	5030	114
PF13838	294	354	5030	61
PF01248	99	189	5031	91
PF15300	121	183	5032	63
PF00520	84	318	5033	235
PF00520	431	699	5033	269
PF16134	415	566	5034	152
PF16134	8	421	5034	414
PF11732	568	643	5034	76
PF11262	873	1173	5034	301
PF00498	281	361	5036	81
PF01352	5	46	5037	42
PF00096	329	351	5037	23
PF00096	273	295	5037	23
PF00096	413	435	5037	23
PF00096	301	323	5037	23
PF00096	441	463	5037	23
PF00096	357	379	5037	23
PF00096	385	407	5037	23
PF00096	469	491	5037	23
PF00096	497	519	5037	23
PF00249	598	643	5038	46
PF16496	4	420	5038	417
PF16495	863	946	5038	84
PF16498	684	750	5038	67
PF04433	427	512	5038	86
PF00046	149	205	5039	57
PF12196	227	266	5040	40
PF00076	47	117	5040	71
PF00096	376	398	5041	23
PF00096	292	314	5041	23
PF00096	320	342	5041	23
PF00096	348	370	5041	23
PF00096	432	454	5041	23
PF00096	404	426	5041	23
PF00096	460	482	5041	23
PF00096	516	538	5041	23
PF01352	3	44	5041	42
PF00096	488	510	5041	23
PF13964	118	174	5042	57
PF13854	174	216	5042	43
PF13418	63	117	5042	55
PF07646	295	349	5042	55
PF07646	231	290	5042	60
PF04147	23	846	5043	824
PF00566	349	578	5044	230
PF12068	10	211	5044	202
PF00096	280	301	5045	22
PF00096	475	497	5045	23
PF00096	365	385	5045	21
PF00096	195	217	5045	23
PF00096	225	245	5045	21
PF00096	335	357	5045	23
PF00096	251	273	5045	23
PF00096	307	329	5045	23
PF01352	6	47	5045	42
PF13465	405	430	5045	26
PF00096	447	469	5045	23
PF02516	71	563	5047	493
PF00096	697	720	5048	24
PF00125	3	102	5049	100
PF08016	363	508	5050	146
PF12333	132	235	5051	104
PF03630	238	590	5052	353
PF01754	888	912	5053	25
PF02338	205	368	5053	164
PF14555	28	63	5053	36
PF00782	336	466	5054	131
PF08766	270	323	5054	54
PF00328	87	424	5056	338
PF00581	784	883	5057	100
PF00069	32	273	5057	242
PF00566	469	671	5057	203
PF02580	2	146	5058	145
PF00255	47	155	5059	109
PF01663	122	296	5060	175
PF13513	913	968	5061	56
PF02985	395	425	5061	31
PF03810	24	90	5061	67
PF02985	213	244	5062	32
PF15017	451	520	5062	70
PF02985	253	280	5062	28
PF00096	579	601	5063	23
PF00096	635	657	5063	23
PF00096	495	517	5063	23
PF00096	719	741	5063	23
PF00096	663	685	5063	23
PF00096	439	461	5063	23
PF00096	691	713	5063	23
PF00096	551	573	5063	23
PF02023	48	137	5063	90
PF00096	523	545	5063	23
PF00096	467	489	5063	23
PF01352	169	210	5063	42
PF02493	36	58	5064	23
PF02493	60	81	5064	22
PF02493	106	128	5064	23
PF00856	169	336	5064	168
PF05485	5	82	5065	78
PF00069	23	281	5066	259
PF00642	100	125	5067	26
PF16543	229	330	5067	102
PF00076	242	312	5068	71
PF00160	2	161	5068	160
PF08315	10	143	5069	134
PF12796	631	723	5070	93
PF14604	765	815	5070	51
PF00173	39	134	5071	96
PF00782	51	185	5072	135
PF00412	183	240	5073	58
PF00412	243	299	5073	57
PF00412	303	368	5073	66
PF09732	634	758	5074	125
PF10312	270	457	5074	188
PF13855	122	182	5075	61
PF00041	581	664	5075	84
PF13716	2916	3054	5077	139
PF12496	2799	2915	5077	117
PF02833	210	352	5077	143
PF08142	228	308	5078	81
PF04950	488	775	5078	288
PF00687	43	259	5079	217
PF07139	59	368	5080	310
PF00293	29	159	5081	131
PF01428	10	49	5082	40
PF01428	100	139	5082	40
PF02809	197	213	5082	17
PF00728	56	223	5083	168
PF04004	374	536	5085	163
PF10188	17	199	5086	183
PF05395	2	109	5087	108
PF00010	67	118	5088	52
PF08648	98	154	5089	57
PF12796	135	210	5090	76
PF12796	61	138	5090	78
PF12796	78	171	5090	94
PF00240	5	79	5091	75
PF03031	138	301	5091	164
PF09631	65	166	5092	102
PF00169	42	139	5093	98
PF05729	172	340	5094	169
PF17779	410	466	5094	57
PF17776	468	586	5094	119
PF02758	9	85	5094	77
PF12016	1	340	5095	340
PF00928	557	874	5095	318
PF04055	77	266	5096	190
PF13353	73	201	5096	129
PF15108	8	187	5097	180
PF00226	15	79	5098	65
PF04427	149	318	5099	170
PF00481	230	481	5100	252
PF00989	181	287	5101	107
PF14598	368	477	5101	110
PF00010	108	161	5101	54
PF02210	395	521	5102	127
PF02210	819	938	5102	120
PF00754	42	171	5102	130
PF02210	1044	1173	5102	130
PF02210	209	338	5102	130
PF08766	250	303	5103	54
PF00782	316	446	5103	131
PF16019	60	279	5104	220
PF02204	651	753	5105	103
PF00788	787	878	5105	92
PF00041	21104	21189	5106	86
PF07679	8609	8698	5106	90
PF07679	7291	7381	5106	91
PF00041	27012	27096	5106	85
PF00041	26224	26307	5106	84
PF00041	24747	24832	5106	86
PF07679	9273	9362	5106	90
PF00041	16633	16720	5106	88
PF00041	19627	19711	5106	85
PF07679	943	1032	5106	90
PF07679	8513	8602	5106	90
PF00041	18632	18716	5106	85
PF07679	7006	7095	5106	90
PF00041	15012	15096	5106	85
PF00041	14912	14996	5106	85
PF07679	34061	34150	5106	90
PF07679	7198	7287	5106	90
PF07679	7947	8036	5106	90
PF00041	27696	27782	5106	87
PF00041	24251	24335	5106	85
PF00041	28095	28181	5106	87
PF00041	17841	17924	5106	84
PF00041	30961	31046	5106	86
PF07679	6631	6720	5106	90
PF07679	29286	29372	5106	87
PF00041	25334	25417	5106	84
PF07679	8702	8791	5106	90
PF00041	30760	30844	5106	85
PF00041	22087	22171	5106	85
PF00069	32178	32432	5106	255
PF07679	8326	8415	5106	90
PF07679	5226	5316	5106	91
PF07679	7668	7757	5106	90
PF07679	8419	8509	5106	91
PF07679	13212	13295	5106	84
PF00041	15213	15299	5106	87
PF00041	24449	24535	5106	87
PF07679	3147	3233	5106	87
PF00041	29474	29557	5106	84
PF07679	13839	13924	5106	86
PF07679	5040	5129	5106	90
PF07679	12413	12497	5106	85
PF00041	16527	16617	5106	91
PF00041	17940	18025	5106	86
PF07679	5882	5971	5106	90
PF07679	6444	6533	5106	90
PF07679	5788	5878	5106	91
PF07679	6	97	5106	92
PF07679	3345	3433	5106	89
PF00041	30860	30945	5106	86
PF00041	20517	20603	5106	87
PF07679	5602	5691	5106	90
PF07679	8139	8228	5106	90
PF00041	25531	25617	5106	87
PF00041	22483	22568	5106	86
PF07679	31460	31549	5106	90
PF00041	23766	23852	5106	87
PF07679	104	193	5106	90
PF00041	23169	23253	5106	85
PF00041	18041	18128	5106	88
PF07679	4571	4660	5106	90
PF00041	27206	27290	5106	85
PF00041	23962	24046	5106	85
PF07679	32617	32709	5106	93
PF07679	4383	4472	5106	90
PF07679	6068	6157	5106	90
PF00041	21500	21585	5106	86
PF00041	29182	29266	5106	85
PF00041	18338	18421	5106	84
PF00041	19324	19409	5106	86
PF00041	28981	29064	5106	84
PF02818	10615	10641	5106	27
PF02818	10927	10953	5106	27
PF02818	10503	10529	5106	27
PF02818	10955	10981	5106	27
PF02818	11698	11724	5106	27
PF00041	20715	20799	5106	85
PF02818	10587	10613	5106	27
PF02818	10983	11009	5106	27
PF02818	11476	11502	5106	27
PF00041	17645	17730	5106	86
PF00041	24059	24143	5106	85
PF00041	14119	14204	5106	86
PF00041	16223	16308	5106	86
PF00041	27303	27386	5106	84
PF02818	10762	10787	5106	26
PF00041	31359	31444	5106	86
PF00041	30270	30356	5106	87
PF00041	16125	16208	5106	84
PF00041	26515	26600	5106	86
PF00041	15508	15593	5106	86
PF00041	27894	27979	5106	86
PF00041	30466	30549	5106	84
PF00041	16426	16511	5106	86
PF00041	17349	17434	5106	86
PF00041	17545	17628	5106	84
PF00041	29080	29166	5106	87
PF00041	14220	14305	5106	86
PF00041	15930	16015	5106	86
PF00041	16940	17030	5106	91
PF00041	14416	14500	5106	85
PF00041	25931	26017	5106	87
PF00041	19029	19113	5106	85
PF00041	26911	26996	5106	86
PF00041	15112	15197	5106	86
PF00041	26811	26896	5106	86
PF00041	21893	21976	5106	84
PF00041	20418	20501	5106	84
PF00041	25830	25915	5106	86
PF00041	26127	26211	5106	85
PF00041	29769	29854	5106	86
PF00041	23269	23354	5106	86
PF00041	28390	28473	5106	84
PF00041	19920	20004	5106	85
PF00041	17245	17334	5106	90
PF09042	510	550	5106	41
PF09042	552	594	5106	43
PF00041	25044	25127	5106	84
PF09042	598	640	5106	43
PF18362	9505	9537	5106	33
PF07679	3239	3328	5106	90
PF07679	33488	33577	5106	90
PF07679	8888	8977	5106	90
PF07679	7385	7474	5106	90
PF07679	9080	9169	5106	90
PF00041	19727	19812	5106	86
PF09042	383	455	5106	73
PF00041	22285	22371	5106	87
PF00041	20118	20205	5106	88
PF00041	25433	25518	5106	86
PF00041	25141	25224	5106	84
PF00041	31257	31343	5106	87
PF00041	22977	23060	5106	84
PF00041	28783	28868	5106	86
PF09042	644	686	5106	43
PF00041	21601	21687	5106	87
PF00041	22583	22668	5106	86
PF00041	22684	22770	5106	87
PF09042	464	506	5106	43
PF00041	14516	14600	5106	85
PF00041	22880	22964	5106	85
PF00041	14018	14103	5106	86
PF00041	31157	31240	5106	84
PF00041	29670	29753	5106	84
PF00041	27598	27683	5106	86
PF00041	30068	30152	5106	85
PF00041	31651	31736	5106	86
PF00041	17146	17229	5106	84
PF07679	33779	33868	5106	90
PF00041	29867	29956	5106	90
PF07679	8984	9073	5106	90
PF07679	23075	23164	5106	90
PF07679	30376	30461	5106	86
PF07679	2795	2879	5106	85
PF00041	31753	31838	5106	86
PF00041	15407	15491	5106	85
PF00041	28685	28770	5106	86
PF00041	15730	15815	5106	86
PF00041	19425	19516	5106	92
PF00041	23565	23650	5106	86
PF00041	15831	15915	5106	85
PF07679	5506	5595	5106	90
PF07679	15314	15403	5106	90
PF00041	27498	27582	5106	85
PF00041	27994	28079	5106	86
PF00041	28585	28669	5106	85
PF07679	5695	5784	5106	90
PF07679	19128	19220	5106	93
PF00041	20812	20894	5106	83
PF00041	20020	20105	5106	86
PF07679	5133	5222	5106	90
PF07679	13927	14013	5106	87
PF00041	18732	18818	5106	87
PF07679	12590	12675	5106	86
PF07679	4944	5033	5106	90
PF07679	19828	19915	5106	88
PF07679	8043	8132	5106	90
PF07679	2882	2967	5106	86
PF07679	7572	7661	5106	90
PF07679	9381	9471	5106	91
PF07679	21704	21791	5106	88
PF07679	14621	14707	5106	87
PF07679	7761	7850	5106	90
PF07679	13750	13832	5106	83
PF07679	7102	7191	5106	90
PF07679	7854	7943	5106	90
PF07679	9176	9266	5106	91
PF07679	6537	6627	5106	91
PF07679	7478	7568	5106	91
PF07679	28201	28289	5106	89
PF07679	9761	9850	5106	90
PF07679	20919	20999	5106	81
PF07679	1291	1381	5106	91
PF07679	13479	13563	5106	85
PF07679	5320	5409	5106	90
PF07679	12043	12134	5106	92
PF07679	17454	17539	5106	86
PF07679	23873	23957	5106	85
PF00041	14811	14896	5106	86
PF00041	21401	21485	5106	85
PF07679	2078	2168	5106	91
PF00041	18238	18321	5106	84
PF00041	21796	21880	5106	85
PF07679	13390	13475	5106	86
