uniprot,tipo,start,end
Q6UWE0,LRR_8,127,184
Q6UWE0,LRR_8,81,139
Q8N9N7,LRR_8,62,120
Q8N9N7,LRR_8,38,97
Q8N9N7,LRR_8,86,143
Q8N9N7,LRR_8,131,188
Q8N9N7,LRR_8,108,157
P23515,LRR_8,167,226
Q9ULM6,LRR_8,51,109
P98161,LRR_8,69,127
Q86UN2,LRR_8,100,161
Q86UN2,LRR_8,126,185
Q86UN2,LRR_8,76,137
Q86UN2,LRR_8,57,111
A1KZ92,LRR_8,50,110
A1KZ92,LRR_8,122,182
O95970,LRR_8,115,175
O95970,LRR_8,69,127
Q9P2R3,Ank_5,477,528
Q9P287,BCIP,56,256
Q86V81,FoP_duplication,187,257
Q9Y3Y2,FoP_duplication,165,243
Q9HAJ7,zf-SAP30,24,95
Q9HAJ7,SAP30_Sin3_bdg,114,166
O43809,NUDIX_2,35,222
O94856,Bravo_FIGEY,1239,1323
Q92823,Bravo_FIGEY,1191,1280
O00533,Bravo_FIGEY,1104,1189
P32004,Bravo_FIGEY,1144,1233
Q15042,Rab3-GTPase_cat,612,769
P28370,DBINO,43,116
P14866,RRM_5,356,480
P26599,RRM_5,309,433
P26599,RRM_5,38,152
Q8WVV9,RRM_5,312,433
O95758,RRM_5,329,454
O95758,RRM_5,472,552
Q9UKA9,RRM_5,309,434
Q9BQA5,zf-C2H2_4,229,252
Q9H4Z2,zf-C2H2_4,562,585
Q9H116,zf-C2H2_4,377,400
Q9UMF0,Ig_2,669,742
Q92859,Ig_2,55,148
Q8NHL6,Ig_2,28,118
P16284,Ig_2,327,404
Q4G0A6,DUF4205,416,752
Q9H8M7,DUF4205,20,315
Q96HJ3,DUF4207,65,321
O14646,DUF4208,1404,1499
A6NL88,Shisa,79,145
Q92766,zf-H2C2_5,671,695
P49711,zf-H2C2_5,351,375
Q9H4Z2,zf-H2C2_5,1075,1099
O95863,zf-C2H2_6,153,177
Q92766,zf-C2H2_6,1513,1537
Q92766,zf-C2H2_6,315,341
Q05516,zf-C2H2_6,460,485
Q05516,zf-C2H2_6,517,542
Q9H116,zf-C2H2_6,406,431
Q9H116,zf-C2H2_6,463,488
Q6NYC8,Phostensin,438,560
Q6NYC8,Phostensin_N,28,116
Q8TBK6,zf-CCHC_3,39,77
Q8IV08,PLDc_3,226,403
Q9NS56,zf-C3HC4_3,99,148
O76064,zf-C3HC4_3,399,447
A1L020,zf-C3HC4_3,465,515
Q6UWE0,zf-C3HC4_3,671,716
Q6ZN04,zf-C3HC4_3,514,564
Q86XN8,zf-C3HC4_3,596,646
Q86YT6,zf-C3HC4_3,815,860
Q86YT6,zf-C3HC4_3,862,907
Q86YT6,zf-C3HC4_3,959,1002
O76050,zf-C3HC4_3,518,567
P98170,zf-C3HC4_3,446,490
Q00987,zf-C3HC4_3,434,485
Q5U5Q3,zf-C3HC4_3,604,654
Q969K3,zf-C3HC4_3,321,366
Q15361,Myb_DNA-bind_6,620,677
Q99459,Myb_DNA-bind_6,11,71
Q99459,Myb_DNA-bind_6,63,119
Q5SXM2,Myb_DNA-bind_6,297,357
P78317,zf-C3HC4_2,131,176
Q99496,zf-C3HC4_2,50,90
Q9H270,zf-C3HC4_2,821,860
Q9Y4K3,zf-C3HC4_2,69,107
Q8TDB6,zf-C3HC4_2,560,599
R4GMX3,zf-C3HC4_2,160,199
Q2KHN1,zf-C3HC4_2,19,57
Q96EP1,zf-C3HC4_2,303,342
Q5W0B1,zf-C3HC4_2,17,55
Q14527,zf-C3HC4_2,759,800
Q9BVA0,Katanin_con80,493,651
P13591,Ig_3,307,399
P13591,Ig_3,119,192
Q02246,Ig_3,238,310
Q02246,Ig_3,510,591
Q02246,Ig_3,37,115
P21802,Ig_3,38,110
Q13449,Ig_3,218,294
Q13449,Ig_3,131,201
Q7Z3B1,Ig_3,224,301
Q7Z3B1,Ig_3,138,207
P30530,Ig_3,37,120
Q9P121,Ig_3,222,299
Q9P121,Ig_3,135,205
Q8N441,Ig_3,245,342
P20916,Ig_3,239,309
P20916,Ig_3,328,396
Q9UMF0,Ig_3,745,818
Q13332,Ig_3,135,220
O94856,Ig_3,243,320
O94856,Ig_3,40,122
O94856,Ig_3,337,412
P09619,Ig_3,213,295
O15394,Ig_3,400,479
Q9Y639,Ig_3,237,320
Q9Y639,Ig_3,33,120
Q92823,Ig_3,361,436
Q92823,Ig_3,45,127
O60500,Ig_3,838,924
O60500,Ig_3,739,820
Q92859,Ig_3,151,225
Q50LG9,Ig_3,259,349
P22455,Ig_3,249,337
Q14982,Ig_3,135,206
P32004,Ig_3,239,316
P32004,Ig_3,333,408
P32004,Ig_3,519,595
P32004,Ig_3,34,118
Q12860,Ig_3,504,587
Q12860,Ig_3,41,118
Q12860,Ig_3,331,395
O00533,Ig_3,234,314
O00533,Ig_3,330,405
O00533,Ig_3,35,113
P17948,Ig_3,560,640
P22607,Ig_3,252,343
Q13308,Ig_3,127,204
Q13308,Ig_3,503,574
Q13308,Ig_3,226,304
Q13308,Ig_3,32,105
A1KZ92,Ig_3,329,402
P23468,Ig_3,235,306
P35613,Ig_3,25,112
P35613,Ig_3,220,305
P35968,Ig_3,226,311
P35968,Ig_3,550,646
P07333,Ig_3,397,489
P52732,Microtub_bind,916,1053
Q8WYP5,ELYS,722,945
Q8WUM4,ALIX_LYPXL_bnd,412,701
Q9H3S7,ALIX_LYPXL_bnd,416,702
Q8NHQ9,DUF4217,403,463
Q13206,DUF4217,450,510
Q9NVP1,DUF4217,561,621
Q9H8H2,DUF4217,693,754
Q6ZNF0,Metallophos_C,362,424
Q7Z7J5,DCR,220,286
O95983,MBD_C,152,243
Q7Z7J5,Dppa2_A,131,215
Q9Y266,Nudc_N,9,60
Q86XR8,Cep57_CLD,68,245
Q9BV38,WD40_alt,383,430
Q9BQ89,FAM110_C,181,287
Q8TC76,FAM110_C,253,361
Q1W6H9,FAM110_C,194,303
Q9BQ89,FAM110_N,4,103
Q8TC76,FAM110_N,13,118
Q1W6H9,FAM110_N,2,105
P46777,Ribosomal_L18_c,236,289
O94915,MOR2-PAG1_N,117,649
O94915,MOR2-PAG1_C,2001,2254
O94915,MOR2-PAG1_mid,1145,1329
O94915,MOR2-PAG1_mid,1724,1865
O94915,MOR2-PAG1_mid,1589,1659
O94915,MOR2-PAG1_mid,1350,1443
O75165,GYF_2,976,1026
Q9H0L4,CSTF_C,572,612
P33240,CSTF_C,533,573
O43252,PUA_2,225,386
O95340,PUA_2,215,376
Q5VT06,DUF4378,2922,3099
O75925,PINIT,135,286
Q8N2W9,PINIT,130,277
O75928,PINIT,145,297
Q9Y6X2,PINIT,126,278
Q9H0L4,CSTF2_hinge,112,191
P33240,CSTF2_hinge,112,191
Q7Z3D6,DUF4392,298,609
Q969P6,Topo_C_assoc,531,601
P11387,Topo_C_assoc,695,765
P36578,Ribos_L4_asso_C,275,349
Q13868,ECR1_N,26,63
Q9Y3B2,ECR1_N,7,44
P13569,CFTR_R,639,849
Q9H7D0,DOCK-C2,439,636
Q14185,DOCK-C2,421,618
Q92608,DOCK-C2,419,616
Q96BY6,DOCK-C2,668,859
Q8IZD9,DOCK-C2,417,608
Q9BZ29,DOCK-C2,636,827
Q8WWM7,SM-ATX,120,196
Q99700,SM-ATX,265,341
Q8N163,DBC1,340,457
Q8IX12,DBC1,479,604
Q8IX12,S1-like,147,204
Q8N163,S1-like,55,112
Q8IYW5,Prok-RING_4,16,64
Q86UN6,AKAP28,67,187
P13639,EFG_III,501,568
Q96RP9,EFG_III,446,520
Q15029,EFG_III,584,656
Q14191,HTH_40,1258,1352
P09211,GST_C_3,98,197
P78417,GST_C_3,123,219
O60760,GST_C_3,93,194
O15217,GST_C_3,101,201
Q16772,GST_C_3,101,201
Q7RTV2,GST_C_3,100,201
Q13155,GST_C_3,245,317
P49619,DAG_kinase_N,5,175
P23743,DAG_kinase_N,4,91
P23743,DAG_kinase_N,83,110
Q9Y6T7,DAG_kinase_N,6,117
Q9Y6T7,DAG_kinase_N,108,149
Q06609,HHH_5,31,80
Q86Y82,Syntaxin_2,29,132
O15400,Syntaxin_2,18,119
Q9Y4E8,USP7_C2,460,607
P51784,USP7_C2,481,615
Q8N122,Raptor_N,55,206
Q6ZUJ8,DBB,180,318
Q14566,MCM_N,27,116
P25205,MCM_N,13,104
P33991,MCM_N,163,264
P33993,MCM_N,10,140
P33992,MCM_N,32,130
P49736,MCM_N,196,287
Q9UNZ2,UBA_4,6,48
Q15006,TPR_19,97,162
Q15006,TPR_19,131,199
Q99426,Ubiquitin_2,10,94
O95628,zf-RING_4,14,61
P60891,Pribosyl_synth,199,314
P21108,Pribosyl_synth,198,314
O60256,Pribosyl_synth,179,363
P11908,Pribosyl_synth,199,314
P29323,EphA2_TM,544,618
P54764,EphA2_TM,549,618
P54753,EphA2_TM,560,630
Q15375,EphA2_TM,558,630
P29322,EphA2_TM,542,632
Q5JZY3,EphA2_TM,566,642
Q7Z7A1,LRR_9,116,280
Q9P209,LRR_9,39,163
P09661,LRR_9,1,175
Q9BTT0,LRR_9,6,161
Q15435,LRR_9,256,360
Q15435,LRR_9,120,215
O15530,PH_3,446,548
O15034,SH3_9,959,1015
O15034,SH3_9,174,230
Q9Y371,SH3_9,312,362
P16333,SH3_9,113,161
O94875,SH3_9,1048,1098
Q14511,SH3_9,10,61
Q9NYB9,SH3_9,458,506
P49418,SH3_9,629,692
O60504,SH3_9,619,669
O60504,SH3_9,388,435
Q9UFD9,SH3_9,841,895
P80192,SH3_9,59,112
Q92968,SH3_9,279,332
Q9NR46,SH3_9,342,392
Q14847,SH3_9,209,259
Q02779,SH3_9,23,77
O60861,SH3_9,9,58
Q14247,SH3_9,499,547
Q9BX66,SH3_9,1238,1288
Q5TCX8,SH3_9,45,98
Q9UJU6,SH3_9,378,427
O76041,SH3_9,961,1011
Q9NZM3,SH3_9,1134,1182
Q9NZM3,SH3_9,764,814
Q9UKS6,SH3_9,370,420
Q9UNA1,SH3_9,763,812
Q16584,SH3_9,48,101
Q15811,SH3_9,747,802
O00499,SH3_9,527,590
Q9BY11,SH3_9,392,442
Q07912,SH3_9,395,444
Q9H000,zf-CCCH_2,326,348
Q8N5P1,zf-CCCH_2,248,269
P61129,zf-CCCH_2,329,349
Q6PJT7,zf-CCCH_2,601,618
Q6PJT7,zf-CCCH_2,621,639
Q6PJT7,zf-CCCH_2,681,698
Q6PJT7,zf-CCCH_2,701,717
Q6PJT7,zf-CCCH_2,640,656
Q9NR56,zf-CCCH_2,221,239
Q9NR56,zf-CCCH_2,52,71
Q9NR56,zf-CCCH_2,19,39
Q5VZF2,zf-CCCH_2,218,236
Q5VZF2,zf-CCCH_2,52,71
Q9BQ75,CMS1,45,275
P51531,SnAC,1244,1326
Q9HBD4,SnAC,1322,1389
P51532,SnAC,1322,1389
Q9NRR4,Ribonucleas_3_3,958,1071
Q9BXW9,FancD2,1,1415
Q7KZ85,SPT6_acidic,37,127
Q7KZ85,SH2_2,1300,1514
Q6VVB1,zf-RING_5,25,73
Q13263,zf-RING_5,64,122
Q7KZ85,HHH_7,935,1038
Q8TF40,FNIP_N,41,159
Q8TF40,FNIP_M,316,549
Q8TF40,FNIP_C,976,1162
Q7KZ85,YqgF,775,931
Q7KZ85,HTH_44,305,433
Q9Y3M2,Chibby,2,116
Q9H2M9,RAB3GAP2_N,74,498
Q9H2M9,RAB3GAP2_C,768,1369
Q07954,FXa_inhibition,3294,3330
Q07954,FXa_inhibition,807,842
Q07954,FXa_inhibition,1185,1221
P01133,FXa_inhibition,745,780
O60729,DSPn,51,189
Q9UNH5,DSPn,13,153
Q9NVI1,FANCI_S1-cap,1,53
Q9NVI1,FANCI_S1,62,280
Q9NVI1,FANCI_S2,378,541
Q9NVI1,FANCI_S3,804,1032
Q9NVI1,FANCI_S4,1045,1296
Q9NVI1,FANCI_HD1,284,370
Q9NVI1,FANCI_HD2,555,786
P35573,hGDE_N,31,116
O00411,RPOL_N,410,704
P35573,hDGE_amylase,120,551
P35573,hGDE_central,697,974
Q9P1F3,Costars,2,79
P18583,DND1_DSRM,2370,2423
Q5SW96,PID_2,47,222
Q9UBT2,UAE_UbL,452,539
Q2M389,WASH-7_mid,605,949
Q2M389,WASH-7_N,32,604
Q2M389,WASH-7_C,966,1135
Q53H96,P5CR_dimer,167,271
P32322,P5CR_dimer,164,268
Q96NN9,Reductase_C,512,586
P49327,PS-DH,865,1108
Q8NFJ9,BBS1,23,276
Q6NW34,DUF4477,12,202
Q8N3E9,EF-hand_10,201,250
O00203,AP3B1_C,812,958
Q13367,AP3B1_C,802,947
O00203,SEEEED,671,786
Q9BUT9,FAM195,61,157
C9JLW8,FAM195,4,96
I3L2L5,FAM195,1,91
P53618,Coatomer_b_Cpla,813,944
Q9Y5B9,FACT-Spt16_Nlob,5,167
Q49A26,NAD_binding_11,430,551
Q99728,zf-RING_6,41,105
Q9Y4E8,Ubiquitin_3,135,222
P51784,Ubiquitin_3,198,285
Q15303,GF_recep_IV,502,634
P21860,GF_recep_IV,499,630
Q92824,GF_recep_IV,635,756
P29122,GF_recep_IV,694,812
P00533,GF_recep_IV,505,637
Q99698,PH_BEACH,3020,3115
Q8N8E3,DUF4485,13,98
P17480,HMG_box_5,479,563
Q6PEW1,PNMA,4,213
Q9UL42,PNMA,1,328
Q8ND90,PNMA,1,325
Q9BXX2,CCDC144C,1084,1372
Q9UPS8,CCDC144C,914,1217
Q96LK0,CEP19,6,156
Q99747,SNAP,7,261
Q9H115,SNAP,8,288
P54920,SNAP,8,288
Q9BYN8,MRP-S26,28,197
Q92567,TCRP1,1,244
A1KXE4,TCRP1,50,195
A1KXE4,TCRP1,1,53
Q92932,RESP18,61,139
Q9NWW7,zf-tcix,16,57
Q9H3Q1,BORG_CEP,112,228
Q96IX5,ATP_synth_reg,1,51
Q9NVX0,HAUS2,8,190
Q9GZN8,DUF4517,28,173
Q9C0F1,CEP44,5,131
Q9ULX3,WRNPLPNID,152,212
Q8TF05,WRNPLPNID,451,520
Q96LT7,C9orf72-like,61,324
Q6ISU1,PTCRA,20,146
Q5TZA2,Rootletin,156,332
Q9BV73,Rootletin,39,213
Q9NPD7,NRN1,31,117
Q76KD6,Speriolin_N,1,144
Q76KD6,Speriolin_N,133,228
Q76KD6,Speriolin_C,445,591
Q9NR00,TC1,10,85
Q08379,GOLGA2L5,381,908
Q9H4X1,RGCC,1,137
Q7Z7J9,CaM-KIIN,1,78
Q86W54,SPATA24,10,191
P19474,zf-C3HC4_4,16,54
Q86WT6,zf-C3HC4_4,41,81
Q14258,zf-C3HC4_4,13,53
Q8WV44,zf-C3HC4_4,20,57
A8CG34,POM121,295,529
Q96HA1,POM121,318,552
O43561,LAT,1,258
O60269,GRIN_C,344,455
Q7Z2K8,GRIN_C,871,1005
Q969G5,PTRF_SDPR,19,229
Q6NSI3,FAM53,1,294
Q14153,FAM53,1,302
Q14493,SLBP_RNA_bind,130,199
Q14699,Raftlin,1,471
Q15468,STIL_N,33,435
Q6NV74,DUF4592,130,240
Q6ZUT6,DUF4594,182,349
P46013,PP1_bind,502,558
Q9NV70,Sec3-PIP2_bind,31,121
Q9NSY1,BMP2K_C,893,1161
Q8IZX4,zf-CCHC_6,1280,1321
P21675,zf-CCHC_6,1261,1302
O15079,Syntaphilin,18,329
P81605,Dermcidin,19,106
Q7Z417,NUFIP2,89,688
Q8WWK9,CKAP2_C,325,673
Q8N187,ALS2CR8,251,483
Q6ZNA4,RNF111_N,18,292
Q9Y2D5,AKAP2_C,686,851
Q9Y4F5,CEP170_C,842,1525
Q5SW79,CEP170_C,809,1506
Q8TCU4,ALMS_motif,4032,4164
Q9C0D2,ALMS_motif,2474,2599
Q9P1T7,MDFI,74,246
Q9BQE6,Lbh,1,128
Q9BVV6,TALPID3,101,1342
Q9C0C2,Tankyrase_bdg_C,1556,1726
Q9Y2B4,TP53IP5,28,246
Q9HCM7,Auts2,587,791
Q9NSI2,SLX9,99,221
Q9NWZ8,GEMIN8,14,242
Q9UJT2,TSKS,48,592
Q9UKY7,CDV3,81,203
Q9UPP5,DUF4596,1236,1279
Q9NPJ4,PNRC,93,112
Q12796,PNRC,279,298
Q8NDD1,DUF4602,131,256
Q92628,DUF4603,23,1302
Q96D05,DUF4605,62,120
Q9NYI0,PH_9,787,898
O15020,PH_9,2220,2328
Q9H254,PH_9,2420,2527
Q92665,MRP-S31,96,389
Q9NYF8,THRAP3_BCLAF1,108,767
Q9Y2W1,THRAP3_BCLAF1,123,791
A6NCS6,DUF4630,139,293
Q6IAA8,LAMTOR,16,85
Q96KP1,Sec5,132,914
Q9UID3,Sec5,60,291
Q1ED39,SMAP,362,435
Q5W0Q7,Peptidase_C98,226,498
Q8TAP9,MPLKIP,95,179
Q13510,NAAA-beta,45,108
Q5W0Q7,DUF4650,572,1090
Q5EE01,CENP-W,1,88
P62805,CENP-T_C,18,99
Q13112,CAF-1_p60_C,381,549
Q14498,RBM39linker,341,442
Q86U06,RBM39linker,353,439
Q13111,CAF1-p150_C2,665,954
Q13111,CAF1-p150_N,1,226
Q8N715,DUF4659,251,620
Q9UIF9,WHIM1,950,993
Q9UIG0,WHIM1,723,767
Q9UIG0,WSD,898,1025
Q9UIF9,WSD,1392,1473
Q9UIF9,WSD,1111,1224
Q86VQ0,Lebercilin,100,292
Q8TAP6,CEP76-C2,99,258
O75152,zf-CCCH_3,1,111
O95639,zf-CCCH_3,33,122
Q8N111,CEND1,1,149
Q8N0Z3,SPICE,36,434
Q8N0T1,DUF4665,1,100
Q86WX3,AROS,24,134
Q86UE4,LYRIC,6,423
Q6ZUT1,NKAP,85,164
Q8N5F7,NKAP,120,208
O95402,Med26_C,419,598
O95402,Med26_M,177,417
Q14207,NPAT_C,758,1427
Q15004,PAF,1,111
Q15154,PCM1_C,1372,1998
Q2KHM9,MNR,1,962
Q5TGY3,DUF4683,568,642
Q5VZ46,DUF4685,354,478
Q6IQ19,CCSAP,7,269
Q8IYA8,IHO1,19,591
Q8IYX3,DUF4702,18,404
Q8IZT6,ASH,37,134
Q96Q15,SMG1,631,1242
Q9BWC9,CCDC106,55,276
Q69YW2,Spec3,44,127
Q9Y5S2,KELK,527,606
Q5VT25,KELK,529,608
Q9H425,DUF4706,31,134
Q96B36,PRAS,127,251
P53582,zf-C6H2,9,54
Q5H9S7,DCAF17,31,505
Q9BWG6,zf-SCNM1,44,70
Q9BWG6,SCNM1_acidic,183,228
Q6W2J9,BCOR,1202,1414
Q8NHG7,SVIP,1,73
Q9BXH1,PUMA,2,193
P38432,Coilin_N,7,233
O15360,Fanconi_A_N,170,524
O60237,PRKG1_interact,881,982
Q9BZL4,PRKG1_interact,682,782
O14974,PRKG1_interact,931,1030
Q99523,Sortilin_C,574,740
Q99523,Sortilin-Vps10,142,572
Q8N1F8,LIP1,4,94
O75330,HMMR_N,15,338
Q9Y314,zf-NOSIP,4,78
Q9NS87,HMMR_C,1265,1388
O75330,HMMR_C,552,708
P78312,FAM193_C,1208,1264
Q96PV7,FAM193_C,846,900
O15063,DUF4745,59,187
O00151,DUF4749,138,236
Q96HC4,DUF4749,213,305
P50479,DUF4749,147,228
Q9UPQ0,DUF4757,250,418
Q8WWI1,DUF4757,634,787
Q8WWI1,DUF4757,294,382
A6H8Y1,Myb_DNA-bind_7,293,398
Q86SQ7,CCCAP,6,706
Q9NQT5,KH_6,197,245
Q13868,KH_6,169,211
Q8TF01,PNISR,223,391
Q15029,EFTUD2,3,110
A6NC42,MOEP19,10,95
Q9BXS6,NUSAP,158,436
Q9NQW6,Anillin_N,142,229
Q9NQW6,Anillin_N,428,506
O43303,CALM_bind,29,106
P08195,SLC3A2_N,145,225
O75665,LisH_2,74,101
Q5HYJ3,FAM76,6,328
Q6P1J9,CDC73_N,1,297
Q9NUQ2,Acyltransf_C,249,328
Q02218,2-oxogl_dehyd_N,47,87
Q9ULD0,2-oxogl_dehyd_N,42,81
Q38SD2,COR,844,1046
Q5S007,COR,1524,1740
P51114,FXR_C1,460,535
B4DXZ6,FXR_C1,447,522
P51116,FXR_C1,502,577
P51114,FXR_C3,554,620
B4DXZ6,FXR_C3,541,607
Q06787,FXMR_C2,549,632
Q6NVY1,ECH_2,46,376
P53396,Citrate_bind,244,421
P62701,40S_S4_C,212,259
P08865,40S_SA_C,202,295
Q16775,HAGH_C,222,303
Q8N490,HAGH_C,292,382
P54132,RecQ_Zn_bind,995,1067
Q14191,RecQ_Zn_bind,870,940
O94762,RecQ_Zn_bind,365,435
P46063,RecQ_Zn_bind,420,479
Q14596,N_BRCA1_IG,379,478
Q9H7D0,DOCK_N,71,434
Q8IZD9,DOCK_N,69,412
Q14185,DOCK_N,72,416
Q92608,DOCK_N,71,414
Q5JVS0,IHABP4_N,16,162
Q8NC51,IHABP4_N,5,151
H7C0B1,T-box_assoc,172,231
Q04206,RHD_dimer,195,292
O94916,RHD_dimer,446,545
Q6H8Q1,AbLIM_anchor,276,462
Q6H8Q1,AbLIM_anchor,443,561
O14639,AbLIM_anchor,349,728
O94929,AbLIM_anchor,273,633
Q08495,AbLIM_anchor,110,355
Q08495,AbLIM_anchor,8,136
Q12756,Kinesin_assoc,358,515
Q15058,Kinesin_assoc,741,824
Q9NQT8,Kinesin_assoc,385,471
O60333,Kinesin_assoc,358,555
O60684,Arm_3,464,515
A9QM74,Arm_3,448,499
P52292,Arm_3,458,509
O00505,Arm_3,447,499
P52294,Arm_3,466,517
O15131,Arm_3,464,521
O00629,Arm_3,447,499
P22314,E1_FCCH,227,296
P22314,E1_4HB,297,366
Q9UBT2,UBA2_C,549,636
P49327,KAsynt_C_assoc,362,472
O60832,TruB_C_2,227,294
Q9UJZ1,Band_7_C,259,321
O60287,NopRA1,1668,1857
P54132,BLM_N,1,368
P54132,BDHCT_assoc,425,647
P62280,Ribosomal_S17_N,5,73
Q99496,RAWUL,246,330
R4GMX3,RAWUL,305,369
Q06587,RAWUL,282,400
P05787,Keratin_2_head,2,87
P12035,Keratin_2_head,15,146
P12035,Keratin_2_head,129,194
P08729,Keratin_2_head,49,87
P04264,Keratin_2_head,16,176
P02538,Keratin_2_head,17,159
Q9NTI2,PhoLip_ATPase_N,58,121
Q9Y2Q0,PhoLip_ATPase_N,34,102
O43520,PhoLip_ATPase_N,66,145
P04264,Keratin_2_tail,493,640
Q7L7L0,Histone_H2A_C,92,126
Q16777,Histone_H2A_C,92,126
Q9BTM1,Histone_H2A_C,92,126
Q8IUE6,Histone_H2A_C,92,126
Q99878,Histone_H2A_C,92,126
P0C0S8,Histone_H2A_C,92,126
P04908,Histone_H2A_C,92,126
Q71UI9,Histone_H2A_C,95,128
P0C0S5,Histone_H2A_C,95,127
Q93077,Histone_H2A_C,92,126
P16104,Histone_H2A_C,92,126
Q96QV6,Histone_H2A_C,92,126
P20671,Histone_H2A_C,92,126
Q6FI13,Histone_H2A_C,92,126
O75367,Histone_H2A_C,89,123
Q9Y6D5,DCB,4,200
O43306,AC_N,11,368
Q9Y266,NuDC,96,156
O75525,Qua1,4,53
Q5VWX1,Qua1,5,57
Q07666,Qua1,102,153
Q15637,SF1-HH,18,130
P06748,NPM1-C,245,293
Q7Z2E3,zf-C2HE,297,356
Q9UKV3,RSB_motif,1129,1247
Q86TG7,DUF4939,62,165
Q92828,WD40_4,350,392
Q9BR76,WD40_4,345,387
P31146,WD40_4,345,387
Q9ULV4,WD40_4,343,385
Q9UQ03,WD40_4,350,392
P52815,Ribosomal_L12_N,63,116
Q9BZB8,CEBP_ZZ,502,559
Q7Z5Q1,CEBP_ZZ,513,576
Q17RY0,CEBP_ZZ,653,716
Q8NE35,CEBP_ZZ,622,685
Q8NE35,RRM_7,440,529
Q9BZB8,RRM_7,310,410
Q7Z5Q1,RRM_7,331,420
Q17RY0,RRM_7,471,560
Q9BZB8,CEBP1_N,1,307
Q9Y678,Coatomer_g_Cpla,761,873
O60306,Aquarius_N,18,802
P40692,Mlh1_C,502,756
A5YKK6,CNOT1_CAF1_bind,1087,1313
A5YKK6,CNOT1_TTP_bind,813,1004
A5YKK6,CNOT1_HEAT,500,656
P62191,Prot_ATP_ID_OB,109,163
P62195,Prot_ATP_ID_OB,73,128
P17980,Prot_ATP_ID_OB,90,165
Q5JU85,IQ_SEC7_PH,961,1098
Q6DN90,IQ_SEC7_PH,743,879
Q9UPP2,IQ_SEC7_PH,859,996
Q92569,PI3K_P85_iSH2,163,331
O00459,PI3K_P85_iSH2,428,596
P27986,PI3K_P85_iSH2,431,599
Q96JJ3,PH_12,541,667
Q92824,S8_pro-domain,38,114
P29122,S8_pro-domain,73,149
Q9UPT6,JIP_LZII,414,484
Q07954,DUF5050,3022,3258
Q08AE8,KIND,40,236
O75569,Staufen_C,218,310
Q9NUL3,Staufen_C,455,523
Q5JW30,Staufen_C,363,474
O95793,Staufen_C,446,557
P50416,CPT_N,1,47
Q9H9G7,ArgoN,28,167
Q9UKV8,ArgoN,36,166
Q9HCK5,ArgoN,26,156
Q9UL18,ArgoN,34,164
Q9H9G7,ArgoMid,430,512
Q9UKV8,ArgoMid,429,511
Q9HCK5,ArgoMid,421,503
Q9UL18,ArgoMid,427,509
Q9H9G7,ArgoL2,375,421
Q9UKV8,ArgoL2,374,420
Q9HCK5,ArgoL2,364,412
Q9UL18,ArgoL2,372,418
O94910,GAIN,549,774
Q9HAR2,GAIN,567,775
O14514,GAIN,661,859
Q9UPR5,Na_Ca_ex_C,248,379
P78396,Cyclin_N2,80,190
P20248,Cyclin_N2,46,161
Q9BY12,SCAPER_N,89,186
O60934,NIBRIN_BRCT_II,216,325
Q9Y490,FERM_f0,4,83
Q9Y4G6,FERM_f0,4,85
Q9NRY4,RhoGAP-FF1,261,340
Q9Y6K9,CC2-LZ,247,344
Q9NS23,Nore1-SARAH,299,338
Q8WWW0,Nore1-SARAH,371,410
Q9HCF6,TRPM_tetra,1240,1295
Q9UM54,Myosin-VI_CBD,1177,1267
Q8IYI6,Exo84_C,335,540
Q6P2E9,Ge1_WD40,114,441
Q6UVJ0,SAS-6_N,44,141
Q01826,ULD,72,170
Q02241,MKLP1_Arf_bdg,803,906
Q96PU8,STAR_dimer,10,68
Q16186,RPN13_C,268,381
Q96PU8,Quaking_NLS,312,341
Q6W2J9,PUFD,1634,1747
Q5H9F3,PUFD,1593,1710
Q01826,CUTL,176,247
Q05086,AZUL,29,83
Q9Y2X7,GIT_CC,409,474
Q9P2P5,HECW_N,45,164
Q76N89,HECW_N,65,184
Q86YP4,P66_CC,136,179
Q8WXI9,P66_CC,157,200
O95983,MBDa,79,148
O75525,Sam68-YY,266,320
Q07666,Sam68-YY,366,415
Q5VWX1,Sam68-YY,267,321
O15078,CEP209_CC5,1289,1416
Q5SY16,CLP1_P,306,470
Q13501,UBA_5,379,440
P54646,AdenylateSensor,401,495
Q13131,AdenylateSensor,406,503
O00541,BRCT_2,323,414
Q9NYB0,BRCT_2,17,100
Q8NEM0,BRCT_2,752,832
Q96F86,Edc3_linker,102,194
Q12923,PTN13_u3,1177,1367
Q8WXD9,Caskin1-CID,373,421
Q15020,LSM_int_assoc,877,938
Q9NQC7,CYLD_phos_site,307,471
Q8NDV7,TNRC6-PABC_bdg,1504,1779
Q9UPQ9,TNRC6-PABC_bdg,1361,1646
Q9HCJ0,TNRC6-PABC_bdg,1258,1437
Q9HCJ0,TNRC6-PABC_bdg,1433,1512
O75962,SH3-RhoG_link,1715,1972
O60229,SH3-RhoG_link,1705,1911
Q14155,RhoGEF67_u2,637,728
Q14155,RhoGEF67_u1,138,184
Q8IXK0,PHC2_SAM_assoc,670,789
Q15811,INTAP,803,917
Q2TB10,zf-C2H2_11,355,383
O60861,WW_FCH_linker,109,201
Q2TB10,zf-C2H2_assoc2,391,485
P25054,Arm_APC_u3,732,1019
P25054,APC_u5,1036,1135
