uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
Q9BUF5,Homo sapiens,nucleolus,client,drllps,HGNC:20776,TUBB6,tubulin beta 6 class V,84617.0
Q9BUF7,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:20237,CRB3,crumbs cell polarity complex component 3,92359.0
Q9BUH8,Homo sapiens,postsynaptic density,client,drllps,HGNC:24163,BEGAIN,brain enriched guanylate kinase associated,57596.0
Q9BUJ2,Homo sapiens,"paraspeckle, stress granule","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:17011,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1,11100.0
Q9BUL9,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:30361,RPP25,ribonuclease P and MRP subunit p25,54913.0
Q9BUM1,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:24861,G6PC3,glucose-6-phosphatase catalytic subunit 3,92579.0
Q9BUQ8,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:17347,DDX23,DEAD-box helicase 23,9416.0
Q9BUR4,Homo sapiens," others, cajal body, null_phasepdb_ht","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:25522,WRAP53,WD repeat containing antisense to TP53,55135.0
Q9BUT9,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14142,MCRIP2,MAPK regulated corepressor interacting protein 2,84331.0
Q9BUU2,Homo sapiens,others,client,drllps,HGNC:28368,METTL22,"methyltransferase 22, Kin17 lysine",79091.0
Q9BUV0,Homo sapiens,others,client,drllps,HGNC:25234,RSRP1,arginine and serine rich protein 1,57035.0
Q9BV38,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17956,WDR18,WD repeat domain 18,57418.0
Q9BV47,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:28161,DUSP26,dual specificity phosphatase 26,78986.0
Q9BV73,Homo sapiens," centrosome/spindle pole body, nucleolus",client,drllps,HGNC:1859,CEP250,centrosomal protein 250,11190.0
Q9BV86,Homo sapiens,stress granule,client,drllps,HGNC:23373,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,28989.0
Q9BVA0,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:6217,KATNB1,katanin regulatory subunit B1,10300.0
Q9BVA1,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:30829,TUBB2B,tubulin beta 2B class IIb,347733.0
Q9BVI4,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:28461,NOC4L,nucleolar complex associated 4 homolog,79050.0
Q9BVJ6,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:10665,UTP14A,UTP14A small subunit processome component,10813.0
Q9BVJ7,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:21480,DUSP23,dual specificity phosphatase 23,54935.0
Q9BVP2,Homo sapiens,"nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:29931,GNL3,G protein nucleolar 3,26354.0
Q9BVV6,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:19960,KIAA0586,KIAA0586,9786.0
Q9BW11,Homo sapiens,"pml body, pml nuclear body","component, client","drllps, phasepdb_ht",HGNC:14008,MXD3,MAX dimerization protein 3,83463.0
Q9BW19,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:6389,KIFC1,kinesin family member C1,3833.0
Q9BW27,Homo sapiens,"centrosome/spindle pole body, nuclear pore complex","component, client","drllps, phasepdb_uniprot",HGNC:8734,NUP85,nucleoporin 85,79902.0
Q9BW60,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:14418,ELOVL1,ELOVL fatty acid elongase 1,64834.0
Q9BWC9,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:30181,CCDC106,coiled-coil domain containing 106,29903.0
Q9BWF2,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:30764,TRAIP,TRAF interacting protein,10293.0
Q9BWF3,Homo sapiens," paraspeckle,  stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:9901,RBM4,RNA binding motif protein 4,5936.0
Q9BWG6,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:23136,SCNM1,sodium channel modifier 1,79005.0
Q9BWM7,Homo sapiens,postsynaptic density,client,drllps,HGNC:16087,SFXN3,sideroflexin 3,81855.0
Q9BWU1,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:19338,CDK19,cyclin dependent kinase 19,23097.0
Q9BX40,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:15887,LSM14B,LSM family member 14B,149986.0
Q9BX66,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:14565,SORBS1,sorbin and SH3 domain containing 1,10580.0
Q9BX68,Homo sapiens,nucleolus,client,drllps,HGNC:18344,HINT2,histidine triad nucleotide binding protein 2,84681.0
Q9BX95,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:17720,SGPP1,sphingosine-1-phosphate phosphatase 1,81537.0
Q9BXF6,Homo sapiens,postsynaptic density,client,drllps,HGNC:24845,RAB11FIP5,RAB11 family interacting protein 5,26056.0
Q9BXL8,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:14625,CDCA4,cell division cycle associated 4,55038.0
Q9BXP5,Homo sapiens,"p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:24101,SRRT,"serrate, RNA effector molecule",51593.0
Q9BXS5,Homo sapiens,postsynaptic density,client,drllps,HGNC:13667,AP1M1,adaptor related protein complex 1 subunit mu 1,8907.0
Q9BXS6,Homo sapiens,"nuclear pore complex, nucleolus","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:18538,NUSAP1,nucleolar and spindle associated protein 1,51203.0
Q9BXT8,Homo sapiens,p-body,component,phasepdb_ht,HGNC:10060,RNF17,ring finger protein 17,56163.0
Q9BXW9,Homo sapiens," pml nuclear body, nuclear speckle",regulator,drllps,HGNC:3585,FANCD2,FA complementation group D2,2177.0
Q9BXX2,Homo sapiens,nucleolus,client,drllps,HGNC:24165,ANKRD30B,ankyrin repeat domain 30B,374860.0
Q9BXY0,Homo sapiens," sam68 nuclear body, nucleolus, sam68 nuclear bodies","component, client","drllps, phasepdb_ht",HGNC:13703,MAK16,MAK16 homolog,84549.0
Q9BY11,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:8570,PACSIN1,protein kinase C and casein kinase substrate in neurons 1,29993.0
Q9BY12,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:13081,SCAPER,S-phase cyclin A associated protein in the ER,49855.0
Q9BY41,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:13315,HDAC8,histone deacetylase 8,55869.0
Q9BY42,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:15890,RTF2,replication termination factor 2,51507.0
Q9BY44,Homo sapiens," stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:3254,EIF2A,eukaryotic translation initiation factor 2A,83939.0
Q9BY77,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:23782,POLDIP3,DNA polymerase delta interacting protein 3,84271.0
Q9BY84,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:17909,DUSP16,dual specificity phosphatase 16,80824.0
Q9BYB0,Homo sapiens,pre and postsynaptic density,component,phasepdb_uniprot,HGNC:14294,SHANK3,SH3 and multiple ankyrin repeat domains 3,85358.0
Q9BYC9,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:14478,MRPL20,mitochondrial ribosomal protein L20,55052.0
Q9BYD3,Homo sapiens,nucleolus,client,drllps,HGNC:14276,MRPL4,mitochondrial ribosomal protein L4,51073.0
Q9BYG3,Homo sapiens," p-body, nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht",HGNC:17838,NIFK,nucleolar protein interacting with the FHA domain of MKI67,84365.0
Q9BYG4,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:16076,PARD6G,par-6 family cell polarity regulator gamma,84552.0
Q9BYJ9,Homo sapiens," cytoplasmic stress granule,  neuronal ribonucleoprotein granule,  stress granule, p-body, stress granule","driver, component, client","drllps, phasepdb_ht, phasepro",HGNC:15867,YTHDF1,YTH N6-methyladenosine RNA binding protein 1,54915.0
Q9BYK8,Homo sapiens,"p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:30021,HELZ2,helicase with zinc finger 2,85441.0
Q9BYN8,Homo sapiens,others,client,drllps,HGNC:14045,MRPS26,mitochondrial ribosomal protein S26,64949.0
Q9BYP7,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:14543,WNK3,WNK lysine deficient protein kinase 3,65267.0
Q9BYT3,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:14568,STK33,serine/threonine kinase 33,65975.0
Q9BYV8,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:12370,CEP41,centrosomal protein 41,95681.0
Q9BYX4,Homo sapiens,stress granule,regulator,drllps,HGNC:18873,IFIH1,interferon induced with helicase C domain 1,64135.0
Q9BZ23,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:15894,PANK2,pantothenate kinase 2,80025.0
Q9BZ29,Homo sapiens,postsynaptic density,client,drllps,HGNC:14132,DOCK9,dedicator of cytokinesis 9,23348.0
Q9BZ67,Homo sapiens,"nuclear speckle, nuclear speckles","component, client","drllps, phasepdb_ht",HGNC:25462,FRMD8,FERM domain containing 8,83786.0
Q9BZ95,Homo sapiens,others,client,drllps,HGNC:12767,NSD3,nuclear receptor binding SET domain protein 3,54904.0
Q9BZB8,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_rev",HGNC:21744,CPEB1,cytoplasmic polyadenylation element binding protein 1,64506.0
Q9BZC1,Homo sapiens,null_phasepdb_rev,component,phasepdb_rev,HGNC:14015,CELF4,CUGBP Elav-like family member 4,56853.0
Q9BZD4,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:14621,NUF2,NUF2 component of NDC80 kinetochore complex,83540.0
Q9BZE4,Homo sapiens," p-body, nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:21535,GTPBP4,GTP binding protein 4,23560.0
Q9BZG2,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:14376,ACP4,acid phosphatase 4,93650.0
Q9BZI7,Homo sapiens," stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:20439,UPF3B,UPF3B regulator of nonsense mediated mRNA decay,65109.0
Q9BZJ0,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:15762,CRNKL1,crooked neck pre-mRNA splicing factor 1,51340.0
Q9BZL1,Homo sapiens,stress granule,client,drllps,HGNC:13736,UBL5,ubiquitin like 5,59286.0
Q9BZL4,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:14947,PPP1R12C,protein phosphatase 1 regulatory subunit 12C,54776.0
Q9BZL6,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:17293,PRKD2,protein kinase D2,25865.0
Q9BZP6,Homo sapiens,p-body,regulator,drllps,HGNC:17432,CHIA,chitinase acidic,27159.0
Q9BZV1,Homo sapiens," postsynaptic density, centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:14928,UBXN6,UBX domain protein 6,80700.0
Q9BZZ5,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:594,API5,apoptosis inhibitor 5,8539.0
Q9C040,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:15974,TRIM2,tripartite motif containing 2,23321.0
Q9C086,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:13324,INO80B,INO80 complex subunit B,83444.0
Q9C098,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:19005,DCLK3,doublecortin like kinase 3,85443.0
Q9C099,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:29373,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,85444.0
Q9C0B1,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:24678,FTO,FTO alpha-ketoglutarate dependent dioxygenase,79068.0
Q9C0B9,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:22916,ZCCHC2,zinc finger CCHC-type containing 2,54877.0
Q9C0C2,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_ht",HGNC:19081,TNKS1BP1,tankyrase 1 binding protein 1,85456.0
Q9C0D0,Homo sapiens,postsynaptic density,client,drllps,HGNC:20990,PHACTR1,phosphatase and actin regulator 1,221692.0
Q9C0D2,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:29366,CEP295,centrosomal protein 295,85459.0
Q9C0F1,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:29356,CEP44,centrosomal protein 44,80817.0
Q9C0G0,Homo sapiens,p-body,component,phasepdb_ht,HGNC:19904,ZNF407,zinc finger protein 407,55628.0
Q9C0H5,Homo sapiens,postsynaptic density,client,drllps,HGNC:29351,ARHGAP39,Rho GTPase activating protein 39,80728.0
Q9C0I1,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:18191,MTMR12,myotubularin related protein 12,54545.0
Q9C0J8,Homo sapiens,p-body,"component, client","drllps, phasepdb_ht",HGNC:25651,WDR33,WD repeat domain 33,55339.0
Q9C0K7,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:13205,STRADB,STE20 related adaptor beta,55437.0
Q9GZL7,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14098,WDR12,WD repeat domain 12,55759.0
Q9GZM5,Homo sapiens,p-body,regulator,drllps,HGNC:21023,YIPF3,Yip1 domain family member 3,25844.0
Q9GZM8,Homo sapiens," others,  p-body,  stress granule, centrosome/spindle pole body, null_phasepdb_ht",regulator,"drllps, phasepdb_ht",HGNC:17620,NDEL1,nudE neurodevelopment protein 1 like 1,81565.0
Q9GZN7,Homo sapiens,postsynaptic density,client,drllps,HGNC:29478,ROGDI,rogdi atypical leucine zipper,79641.0
Q9GZN8,Homo sapiens,stress granule,client,drllps,HGNC:15873,C20orf27,chromosome 20 open reading frame 27,54976.0
Q9GZQ8,Homo sapiens," others, droplet, null_phasepdb_rev","driver, component","drllps, phasepdb_rev",HGNC:13352,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,81631.0
Q9GZR2,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:12820,REXO4,"REX4 homolog, 3'-5' exonuclease",57109.0
Q9GZR7,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:13266,DDX24,DEAD-box helicase 24,57062.0
Q9GZS1,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:17631,POLR1E,RNA polymerase I subunit E,64425.0
Q9GZS3,Homo sapiens,nucleolus,client,drllps,HGNC:30300,WDR61,WD repeat domain 61,80349.0
Q9GZT3,Homo sapiens,postsynaptic density,client,drllps,HGNC:20495,SLIRP,SRA stem-loop interacting RNA binding protein,81892.0
Q9GZU5,Homo sapiens,stress granule,regulator,drllps,HGNC:8082,NYX,nyctalopin,60506.0
Q9GZU7,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:21614,CTDSP1,CTD small phosphatase 1,58190.0
Q9GZU8,Homo sapiens,cajal body,client,drllps,HGNC:29856,PSME3IP1,proteasome activator subunit 3 interacting protein 1,80011.0
Q9GZV4,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:3301,EIF5A2,eukaryotic translation initiation factor 5A2,56648.0
Q9GZV7,Homo sapiens,postsynaptic density,client,drllps,HGNC:17410,HAPLN2,hyaluronan and proteoglycan link protein 2,60484.0
Q9GZV9,Homo sapiens,stress granule,regulator,drllps,HGNC:3680,FGF23,fibroblast growth factor 23,8074.0
Q9GZY8,Homo sapiens,postsynaptic density,client,drllps,HGNC:24858,MFF,mitochondrial fission factor,56947.0
Q9H000,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:7113,MKRN2,makorin ring finger protein 2,23609.0
Q9H019,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:28836,MTFR1L,mitochondrial fission regulator 1 like,56181.0
Q9H061,Homo sapiens,postsynaptic density,client,drllps,HGNC:25382,TMEM126A,transmembrane protein 126A,84233.0
Q9H089,Homo sapiens,"cajal body, null_phasepdb_ht","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:25652,LSG1,large 60S subunit nuclear export GTPase 1,55341.0
Q9H093,Homo sapiens,"nuclear speckle, nuclear speckles","component, client","drllps, phasepdb_ht",HGNC:29558,NUAK2,NUAK family kinase 2,81788.0
Q9H0A0,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:29830,NAT10,N-acetyltransferase 10,55226.0
Q9H0A6,Homo sapiens," stress granule, p-body",regulator,drllps,HGNC:17118,RNF32,ring finger protein 32,140545.0
Q9H0B3,Homo sapiens,paraspeckle,"component, client","drllps, phasepdb_ht",HGNC:29350,IQCN,IQ motif containing N,80726.0
Q9H0B6,Homo sapiens,postsynaptic density,client,drllps,HGNC:20716,KLC2,kinesin light chain 2,64837.0
Q9H0C2,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:25319,SLC25A31,solute carrier family 25 member 31,83447.0
Q9H0C8,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:15566,ILKAP,ILK associated serine/threonine phosphatase,80895.0
Q9H0D6,Homo sapiens," p-body,  stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:12836,XRN2,5'-3' exoribonuclease 2,22803.0
Q9H0E2,Homo sapiens,postsynaptic density,client,drllps,HGNC:16476,TOLLIP,toll interacting protein,54472.0
Q9H0G5,Homo sapiens,"nuclear speckle, nucleus speckles, null_phasepdb_ht","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:25305,NSRP1,nuclear speckle splicing regulatory protein 1,84081.0
Q9H0H5,Homo sapiens,stress granule,client,drllps,HGNC:9804,RACGAP1,Rac GTPase activating protein 1,29127.0
Q9H0J9,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:21919,PARP12,poly(ADP-ribose) polymerase family member 12,64761.0
Q9H0K1,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:21680,SIK2,salt inducible kinase 2,23235.0
Q9H0L4,Homo sapiens," p-body,  stress granule, droplet, null_phasepdb_rev, stress granule","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:17086,CSTF2T,cleavage stimulation factor subunit 2 tau variant,23283.0
Q9H0N0,Homo sapiens," centrosome/spindle pole body, nucleolus",client,drllps,HGNC:16525,RAB6C,"RAB6C, member RAS oncogene family",84084.0
Q9H0Q0,Homo sapiens,postsynaptic density,client,drllps,HGNC:25373,CYRIA,CYFIP related Rac1 interactor A,81553.0
Q9H0S4,Homo sapiens," stress granule, nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:18682,DDX47,DEAD-box helicase 47,51202.0
Q9H0U4,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:18370,RAB1B,"RAB1B, member RAS oncogene family",81876.0
Q9H0U9,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:12382,TSPYL1,TSPY like 1,7259.0
Q9H0Z9,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:15818,RBM38,RNA binding motif protein 38,55544.0
Q9H115,Homo sapiens,postsynaptic density,client,drllps,HGNC:15751,NAPB,NSF attachment protein beta,63908.0
Q9H116,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:15808,GZF1,GDNF inducible zinc finger protein 1,64412.0
Q9H165,Homo sapiens,paraspeckle,component,phasepdb_rev,HGNC:13221,BCL11A,BAF chromatin remodeling complex subunit BCL11A,53335.0
Q9H171,Homo sapiens,stress granule,client,drllps,HGNC:16176,ZBP1,Z-DNA binding protein 1,81030.0
Q9H1A4,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:19988,ANAPC1,anaphase promoting complex subunit 1,64682.0
Q9H1B4,Homo sapiens,stress granule,client,drllps,HGNC:8075,NXF5,nuclear RNA export factor 5,55998.0
Q9H1I8,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:24103,ASCC2,activating signal cointegrator 1 complex subunit 2,84164.0
Q9H1J1,Homo sapiens," stress granule, nucleolus",client,drllps,HGNC:20332,UPF3A,UPF3A regulator of nonsense mediated mRNA decay,65110.0
Q9H1K4,Homo sapiens,postsynaptic density,client,drllps,HGNC:10988,SLC25A18,solute carrier family 25 member 18,83733.0
Q9H1Q7,Homo sapiens,paraspeckle,component,phasepdb_rev,HGNC:16212,PCED1A,PC-esterase domain containing 1A,64773.0
Q9H223,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:3245,EHD4,EH domain containing 4,30844.0
Q9H228,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:14299,S1PR5,sphingosine-1-phosphate receptor 5,53637.0
Q9H244,Homo sapiens," nuclear speckle, cajal body",client,drllps,HGNC:18124,P2RY12,purinergic receptor P2Y12,64805.0
Q9H254,Homo sapiens,postsynaptic density,client,drllps,HGNC:14896,SPTBN4,"spectrin beta, non-erythrocytic 4",57731.0
Q9H269,Homo sapiens,postsynaptic density,client,drllps,HGNC:14584,VPS16,VPS16 core subunit of CORVET and HOPS complexes,64601.0
Q9H270,Homo sapiens,postsynaptic density,client,drllps,HGNC:14583,VPS11,VPS11 core subunit of CORVET and HOPS complexes,55823.0
Q9H2G2,Homo sapiens,postsynaptic density,client,drllps,HGNC:11088,SLK,STE20 like kinase,9748.0
Q9H2M9,Homo sapiens,postsynaptic density,client,drllps,HGNC:17168,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,25782.0
Q9H2U1,Homo sapiens," p-body,  stress granule, nucleolus, nucleus speckles, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14410,DHX36,DEAH-box helicase 36,170506.0
Q9H2U2,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:28883,PPA2,inorganic pyrophosphatase 2,27068.0
Q9H2X6,Homo sapiens," pml nuclear body, nuclear speckle, null_phasepdb_ht, pml body","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14402,HIPK2,homeodomain interacting protein kinase 2,28996.0
Q9H2X9,Homo sapiens,postsynaptic density,client,drllps,HGNC:13818,SLC12A5,solute carrier family 12 member 5,57468.0
Q9H2Y7,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:12886,ZNF106,zinc finger protein 106,64397.0
Q9H330,Homo sapiens,postsynaptic density,client,drllps,HGNC:1363,TMEM245,transmembrane protein 245,23731.0
Q9H361,Homo sapiens," stress granule, nucleolus, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:8556,PABPC3,poly(A) binding protein cytoplasmic 3,5042.0
Q9H3G5,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_ht",HGNC:14399,CPVL,carboxypeptidase vitellogenic like,54504.0
Q9H3Q1,Homo sapiens,postsynaptic density,client,drllps,HGNC:17147,CDC42EP4,CDC42 effector protein 4,23580.0
Q9H3S7,Homo sapiens,postsynaptic density,client,drllps,HGNC:14406,PTPN23,protein tyrosine phosphatase non-receptor type 23,25930.0
Q9H3Y6,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:11298,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,6725.0
Q9H425,Homo sapiens,postsynaptic density,client,drllps,HGNC:25900,C1orf198,chromosome 1 open reading frame 198,84886.0
Q9H444,Homo sapiens,postsynaptic density,client,drllps,HGNC:16171,CHMP4B,charged multivesicular body protein 4B,128866.0
Q9H461,Homo sapiens,stress granule,regulator,drllps,HGNC:4046,FZD8,frizzled class receptor 8,8325.0
Q9H477,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:30325,RBKS,ribokinase,64080.0
Q9H479,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:24822,FN3K,fructosamine 3 kinase,64122.0
Q9H492,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:6838,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,84557.0
Q9H4A3,Homo sapiens," postsynaptic density, null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht",HGNC:14540,WNK1,WNK lysine deficient protein kinase 1,65125.0
Q9H4A4,Homo sapiens,nucleolus,client,drllps,HGNC:10078,RNPEP,arginyl aminopeptidase,6051.0
Q9H4B4,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:2154,PLK3,polo like kinase 3,1263.0
Q9H4B6,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:17795,SAV1,salvador family WW domain containing protein 1,60485.0
Q9H4G4,Homo sapiens,postsynaptic density,client,drllps,HGNC:18007,GLIPR2,GLI pathogenesis related 2,152007.0
Q9H4I0,Homo sapiens,nucleolus,client,drllps,HGNC:16271,RAD21L1,RAD21 cohesin complex component like 1,642636.0
Q9H4L4,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17862,SENP3,SUMO specific peptidase 3,26168.0
Q9H4M9,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:3242,EHD1,EH domain containing 1,10938.0
Q9H4X1,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:20369,RGCC,regulator of cell cycle,28984.0
Q9H4Y5,Homo sapiens,nucleolus,client,drllps,HGNC:23064,GSTO2,glutathione S-transferase omega 2,119391.0
Q9H4Z2,Homo sapiens,paraspeckle,component,phasepdb_rev,HGNC:15807,ZNF335,zinc finger protein 335,63925.0
Q9H501,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:15898,ESF1,ESF1 nucleolar pre-rRNA processing protein homolog,51575.0
Q9H579,Homo sapiens,nucleolus,component,phasepdb_ht,HGNC:16125,MROH8,maestro heat like repeat family member 8,140699.0
Q9H583,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:25517,HEATR1,HEAT repeat containing 1,55127.0
Q9H5I1,Homo sapiens,others,client,drllps,HGNC:17287,SUV39H2,suppressor of variegation 3-9 homolog 2,79723.0
Q9H5V7,Homo sapiens,others,client,drllps,HGNC:14283,IKZF5,IKAROS family zinc finger 5,64376.0
Q9H5V9,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:26239,STEEP1,STING1 ER exit protein 1,63932.0
