uniprot,start,end
Q13470,506,579
O95271,1,91
O95271,112,173
Q92973,347,374
O14787,325,364
Q8NDV7,1,152
Q8NDV7,172,293
Q8NDV7,435,454
Q8NDV7,494,516
Q8NDV7,560,699
Q8NDV7,718,809
Q8NDV7,821,1141
Q8NDV7,1158,1195
Q8NDV7,1249,1272
Q8NDV7,1323,1370
Q8NDV7,1424,1456
Q8NDV7,1577,1635
Q8NDV7,1724,1749
Q9UPQ9,1,98
Q9UPQ9,126,161
Q9UPQ9,205,349
Q9UPQ9,367,1046
Q9UPQ9,1193,1212
Q9UPQ9,1316,1346
Q9UPQ9,1590,1638
Q9UPQ9,1730,1763
Q9UPQ9,1809,1833
Q9HCJ0,1,44
Q9HCJ0,156,202
Q9HCJ0,229,476
Q9HCJ0,516,537
Q9HCJ0,552,721
Q9HCJ0,751,825
Q9HCJ0,908,932
Q9HCJ0,1084,1105
Q9HCJ0,1212,1380
Q9HCJ0,1398,1421
Q9HCJ0,1441,1486
Q9HCJ0,1600,1623
Q96GM8,1,23
Q96GM8,332,402
Q96GM8,416,435
Q96GM8,491,510
Q15785,161,189
O96008,1,71
O94826,67,107
Q969P6,22,48
P11387,1,199
P11388,1090,1123
P11388,1184,1531
Q02880,1110,1140
Q02880,1274,1604
O95985,821,855
Q92547,1018,1058
Q92547,1083,1118
Q92547,1501,1522
Q9NS56,1,35
Q9NS56,442,475
Q9NS56,511,692
Q9NS56,713,936
Q12888,24,273
Q12888,290,332
Q12888,346,507
Q12888,519,556
Q12888,568,595
Q12888,649,687
Q12888,742,911
Q12888,997,1028
Q12888,1045,1103
Q12888,1127,1148
Q12888,1188,1232
Q12888,1269,1478
Q12888,1622,1719
Q12888,1745,1768
Q96J77,1,28
P09493,1,38
P09493,116,136
P07951,1,65
P07951,117,136
P06753,16,43
P29144,998,1018
O94811,1,46
O94811,171,192
P12270,912,935
P12270,1454,1474
P12270,1619,1674
P12270,1803,2134
P12270,2227,2363
Q6XPS3,1,28
P56180,1,47
Q9Y2W1,1,94
Q9Y2W1,117,559
Q9Y2W1,663,955
P62995,1,114
P62995,196,225
P62995,242,288
Q8IYT8,307,348
Q8IYT8,418,460
Q8IYT8,491,522
Q8IYT8,540,588
Q8IYT8,656,695
Q96C45,299,350
Q96C45,364,392
Q9UPW8,186,445
O60763,763,783
O60763,926,962
Q93008,1,65
Q93008,967,999
Q93008,1592,1621
Q93008,2482,2570
Q5W0Q7,145,168
Q5W0Q7,185,207
Q5W0Q7,713,749
Q5W0Q7,797,859
Q5W0Q7,904,930
Q9BVJ6,23,49
Q9BVJ6,332,355
Q9BVJ6,367,557
Q9BVJ6,740,771
Q5TAP6,14,42
Q5TAP6,365,563
Q5TAP6,734,766
Q9Y3A2,1,26
Q9Y5J1,1,70
Q9Y5J1,111,143
Q9Y5J1,193,219
Q9BRU9,180,249
O75691,880,907
O75691,1720,1760
Q2YD98,1,20
Q2YD98,230,289
Q2YD98,386,406
Q2YD98,469,495
Q2YD98,588,655
Q08AM6,335,372
Q08AM6,471,517
Q9P0L0,135,167
P50552,111,343
Q99536,1,40
O95670,25,90
Q96LB4,1,34
Q96JH7,1,36
Q96JH7,725,776
Q96JH7,989,1009
Q96JH7,1024,1074
Q96JH7,1113,1175
Q96JH7,1188,1222
P49765,122,207
P17948,940,982
P35968,1274,1318
O15240,22,201
O15240,218,257
O15240,342,600
Q9P2U7,497,560
P40337,1,65
Q00341,914,944
Q00341,1233,1268
O15195,762,796
P08670,1,32
P18206,857,887
O60504,46,111
O60504,166,215
O60504,249,268
O60504,295,324
O60504,337,383
O60504,519,611
Q6PFW1,914,1020
Q6PFW1,1134,1199
Q6PFW1,1235,1257
Q9P253,903,929
Q9UN37,75,106
Q9UID3,1,37
Q5VIR6,373,412
Q5VIR6,794,822
Q8N3P4,1330,1357
Q99986,354,396
Q8IV63,41,152
Q9NP79,179,233
Q2M389,1142,1173
Q92558,170,202
Q92558,304,400
Q92558,412,491
Q9Y6W5,173,203
Q9Y6W5,240,435
Q9UPY6,169,210
Q9UPY6,223,443
O00401,138,163
O00401,184,205
O00401,266,406
O00401,476,505
Q9Y2W2,1,37
Q9Y2W2,186,213
Q9Y2W2,236,553
Q9Y2W2,587,623
Q969T9,196,261
O75554,94,128
O75554,189,335
O75554,356,376
Q9GZL7,220,242
Q9C0J8,568,1336
Q9Y2I8,1,50
Q9Y2I8,237,265
Q9UNX4,326,345
Q15061,414,445
Q15061,582,677
O15213,1,103
O15213,538,610
O94967,393,421
O94967,500,590
Q8TAF3,607,628
Q9H6Y2,1,33
Q9H6Y2,363,383
P61964,1,31
O43379,762,824
O43379,908,935
O43379,962,1055
O43379,1338,1377
Q6RFH5,323,345
Q6RFH5,360,385
Q8IWA0,763,806
Q9Y4E6,761,783
Q9Y4E6,911,945
A4D1P6,265,393
O76024,1,86
Q8TF74,1,36
Q8TF74,56,387
Q8TF74,419,440
Q9H4A3,1,81
Q9H4A3,95,203
Q9H4A3,573,779
Q9H4A3,1018,1041
Q9H4A3,1053,1119
Q9H4A3,1457,1476
Q9H4A3,1733,1790
Q9H4A3,1866,1948
Q9H4A3,1994,2069
Q9H4A3,2101,2196
Q9H4A3,2332,2352
Q9BYP7,1,25
Q9BYP7,707,739
Q9BYP7,834,868
Q9BYP7,880,912
Q9BYP7,1060,1086
Q9BYP7,1431,1453
Q9BYP7,1465,1496
Q9BYP7,1571,1600
Q96J92,1,142
Q96J92,526,564
Q96J92,630,683
Q96J92,751,871
Q96J92,943,1110
Q96J92,1166,1243
Q14191,498,529
P19544,48,84
A6NIX2,22,149
A6NIX2,164,198
Q702N8,1,48
Q702N8,132,151
Q702N8,406,432
Q702N8,455,479
Q702N8,564,591
Q702N8,943,999
Q702N8,1063,1205
Q702N8,1238,1277
Q702N8,1289,1471
Q702N8,1561,1696
P18887,221,313
P18887,400,462
P18887,471,490
P18887,498,536
P12956,1,28
P12956,536,562
Q8IZH2,1619,1706
Q9H0D6,408,508
Q9H0D6,911,950
Q8IY57,1,24
Q8IY57,47,120
Q8IY57,132,180
P67809,1,49
P67809,120,324
P16989,1,82
P16989,181,372
P07947,1,45
Q9ULM3,117,198
Q9ULM3,465,486
Q9ULM3,513,540
Q9ULM3,794,842
Q9GZM5,1,51
P49750,1,381
P49750,562,880
P49750,895,1211
P49750,1243,1351
P49750,1407,1438
P49750,1469,1573
P49750,1602,1828
Q96MU7,1,338
Q96MU7,508,564
Q96MU7,607,643
Q96MU7,669,727
Q9H6S0,1,37
Q9H6S0,1164,1288
Q9BYJ9,1,50
Q9BYJ9,238,363
Q9Y5A9,1,45
Q9Y5A9,247,387
Q7Z739,1,52
Q7Z739,243,277
Q7Z739,303,351
Q9H869,1,45
Q9H869,463,488
Q9H869,755,776
Q96PM9,90,193
Q96PM9,279,309
Q9UGR2,365,403
Q9H171,68,107
Q9H171,277,299
Q9H171,339,429
Q05516,215,236
Q05516,249,332
Q96K62,159,241
Q96K62,294,403
Q9Y2K1,160,179
Q9Y2K1,270,320
Q9Y2K1,384,416
Q9P1Z0,67,124
Q9P1Z0,183,221
Q9P1Z0,257,281
Q9P1Z0,428,766
Q9P1Z0,783,853
Q9P1Z0,883,904
Q9P1Z0,972,1013
O75152,139,194
O75152,223,258
O75152,285,351
O75152,367,432
O75152,482,549
O75152,715,768
A2A288,48,75
A2A288,234,258
A2A288,296,339
A2A288,378,457
O60293,1,133
O60293,148,218
O60293,251,290
O60293,310,365
O60293,385,671
O60293,711,770
Q8N5P1,1,26
Q8N5P1,51,75
Q8N5P1,93,179
P61129,1,105
P61129,451,530
P61129,630,659
P61129,676,755
P61129,947,1026
P61129,1051,1189
Q6PJT7,77,145
Q6PJT7,310,350
Q6PJT7,398,430
Q7Z2W4,221,251
Q7Z2W4,265,287
Q7Z2W4,299,373
Q7Z2W4,445,481
Q8TBK6,89,192
Q6PEW1,308,341
Q8WYQ9,25,44
Q8WYQ9,59,92
Q8WYQ9,200,221
Q8WYQ9,236,262
Q8WYQ9,355,457
Q8WYQ9,739,779
Q9NUD5,1,158
Q9C0B9,1,90
Q9C0B9,207,249
Q9C0B9,557,683
Q9C0B9,936,986
Q8N3Z6,51,71
Q8N3Z6,414,543
Q8N567,1,40
Q8TBF4,120,217
Q15911,1,78
Q15911,96,128
Q15911,417,536
Q15911,588,619
Q15911,1148,1214
Q15911,1303,1354
Q15911,1490,1529
Q15911,1629,1727
Q15911,1865,1938
Q15911,2030,2082
Q15911,2204,2244
Q15911,2376,2400
Q15911,2422,2520
Q15911,2619,2647
Q15911,2771,2796
Q15911,2841,2871
Q15911,2912,2947
Q15911,3137,3267
Q15911,3386,3449
Q15911,3565,3703
Q96KR1,120,139
Q96KR1,349,377
Q96KR1,421,447
Q96KR1,702,723
Q96KR1,761,781
Q96KR1,1040,1074
Q68DK2,594,637
Q68DK2,699,724
Q68DK2,738,806
Q68DK2,1267,1297
Q68DK2,1754,1808
Q68DK2,1875,1895
Q8N5A5,91,133
Q8N5A5,267,289
Q8N5A5,385,409
Q8N5A5,426,446
Q8N5A5,509,531
Q9UKY1,24,63
Q9UKY1,202,236
Q9UKY1,626,667
Q9UKY1,732,770
Q9UKY1,829,873
P17029,1,51
P17029,257,373
Q96NC0,27,46
Q96NC0,149,175
Q9HA38,1,42
Q9HA38,180,201
Q9H898,116,135
Q9UDW3,150,170
Q9UBW7,85,177
Q9UBW7,273,306
Q9UBW7,983,1002
Q9UBW7,1028,1064
Q9H2Y7,39,162
Q9H2Y7,322,356
Q9H2Y7,389,423
Q9H2Y7,457,501
Q9H2Y7,586,637
Q9H2Y7,879,945
Q9H2Y7,958,982
Q9H2Y7,997,1048
Q9H2Y7,1121,1143
Q9H2Y7,1182,1218
Q9H2Y7,1252,1483
Q9H2Y7,1502,1527
P52739,573,623
O43670,99,157
O43670,238,276
O43670,300,362
O43670,384,478
Q96GC6,139,159
Q96GC6,339,359
Q96GC6,388,415
Q96GC6,448,485
Q96GC6,632,653
Q5BKZ1,154,194
Q5BKZ1,243,302
Q5BKZ1,472,582
Q9Y3S2,1,23
Q9Y3S2,206,320
Q9H4Z2,1,102
Q9H4Z2,201,228
Q9H4Z2,274,442
Q9H4Z2,732,763
Q9H4Z2,964,1013
Q9UL40,1,32
Q9UL40,262,294
Q70YC5,347,392
Q8TD17,1,24
Q8TD17,198,225
Q8TD17,587,615
Q9C0G0,1,84
Q9C0G0,291,322
Q9C0G0,494,515
Q9C0G0,667,700
Q9C0G0,821,847
Q9C0G0,910,962
Q8N0Y2,101,171
Q8N0Y2,220,243
Q8N0Y2,305,327
Q9Y4E5,1,38
Q96JM2,279,299
Q96JM2,337,357
Q96JM2,535,596
Q96JM2,636,661
Q96JM2,1157,1186
Q96JM2,2122,2152
Q96JM2,2371,2396
Q96IT1,1,40
Q96IT1,260,282
Q96IT1,358,399
Q96IT1,488,513
Q96F45,1,70
Q96F45,121,332
Q86UK7,312,469
Q86UK7,490,656
Q969S3,135,212
Q14966,1,45
Q14966,465,638
Q14966,835,861
Q14966,1094,1148
Q14966,1294,1340
Q14966,1354,1532
Q14966,1793,1823
Q14966,1867,1916
Q14966,1946,1978
P0C7X2,1,22
P0C7X2,80,170
P0C7X2,236,255
Q6NX45,81,101
Q2TB10,154,224
Q2TB10,328,349
Q2TB10,388,476
Q2TB10,574,599
Q2TB10,635,664
Q15937,1,23
Q9P2E3,1,58
Q9P2E3,75,140
Q9P2E3,796,819
Q9P2E3,876,896
Q07157,102,189
Q07157,295,396
Q07157,825,1081
Q07157,1095,1587
Q05996,673,708
O43309,154,175
O43309,198,264
O75061,451,776
O15169,1,79
O15169,215,289
O15169,316,344
O15169,413,441
O15169,480,501
O15169,531,629
O15169,641,679
Q9Y2T1,1,75
Q9Y2T1,396,435
Q9Y2T1,447,494
Q9Y2T1,561,674
Q9Y2T1,718,748
P02730,1,40
O94766,312,335
O95817,1,92
O95817,123,200
O95817,248,421
O95817,532,575
O95429,1,101
O95429,113,136
O95429,166,333
O95429,347,378
Q9UQB8,295,369
Q9UQB8,446,466
Q9UQB8,525,552
Q99728,1,32
Q99728,167,211
Q99728,356,404
P35613,353,385
P80723,1,227
Q9UIG0,144,212
Q9UIG0,302,333
Q9UIG0,379,432
Q9UIG0,446,470
Q9UIG0,788,817
Q9UIG0,1236,1326
Q9UIG0,1455,1483
Q9BXH1,1,28
Q9BXH1,71,138
Q9UIF9,1,59
Q9UIF9,362,434
Q9UIF9,648,792
Q9UIF9,1178,1220
Q9UIF9,1283,1412
Q9UIF9,1734,1755
Q9UIF9,1769,1789
Q96RK4,1,25
Q96RK4,440,519
Q9H165,1,41
Q9H165,323,376
Q9H165,421,458
Q9H165,471,512
Q9H165,572,619
Q9H165,678,740
Q6ZUJ8,145,165
Q6ZUJ8,527,547
Q6ZUJ8,571,590
Q6ZUJ8,654,679
Q6ZUJ8,697,805
P56945,70,156
P56945,295,318
P56945,411,449
P56945,609,658
P56945,715,734
O75363,1,29
O75363,59,280
O75363,297,377
O75363,415,584
Q9P287,1,56
P10415,39,85
Q9NYF8,1,437
Q9NYF8,464,502
Q9NYF8,637,796
Q9NYF8,810,840
Q9NYF8,862,920
Q5H9F3,65,137
Q5H9F3,343,368
Q5H9F3,527,550
Q5H9F3,562,646
Q5H9F3,753,781
Q5H9F3,876,901
Q5H9F3,937,977
Q5H9F3,1107,1209
Q5H9F3,1223,1293
Q5H9F3,1311,1381
Q6W2J9,309,345
Q6W2J9,388,438
Q6W2J9,557,641
Q6W2J9,737,760
Q6W2J9,773,794
Q6W2J9,815,844
Q6W2J9,1071,1188
Q6W2J9,1221,1328
Q6W2J9,1430,1451
P11274,67,173
P11274,185,248
P11274,286,392
P11274,416,476
A6H8Y1,1,142
A6H8Y1,193,241
A6H8Y1,379,449
A6H8Y1,544,567
A6H8Y1,606,663
A6H8Y1,729,759
A6H8Y1,930,1222
A6H8Y1,1306,1348
A6H8Y1,1365,1440
A6H8Y1,1519,1543
A6H8Y1,1684,1722
A6H8Y1,1819,1863
A6H8Y1,2130,2164
A6H8Y1,2181,2200
A6H8Y1,2206,2241
A6H8Y1,2444,2501
A6H8Y1,2519,2583
Q9BUH8,499,593
Q5T5X7,164,184
Q5T5X7,483,504
Q9H694,1,50
Q9H694,593,644
Q9H694,665,719
Q9H694,783,846
Q8TD16,311,330
Q8TD16,398,425
Q8TD16,559,622
Q8TD16,804,824
Q9Y6D5,232,285
Q9Y6D5,1514,1535
O00499,280,354
O00499,400,488
P11021,633,654
Q6QNY1,1,33
P51451,1,37
P54132,1,21
P54132,203,227
P54132,250,291
P54132,1289,1417
Q9NSY1,1,20
Q9NSY1,358,439
Q9NSY1,453,495
Q9NSY1,610,630
Q9NSY1,655,832
Q9NSY1,965,1035
Q9NSY1,1137,1161
O00238,1,25
Q14692,1,43
Q14692,397,557
Q14692,575,667
Q14692,787,822
Q14692,1178,1202
Q14692,1219,1282
Q14137,1,116
Q53HL2,130,169
Q9H3Q1,51,102
Q9H3Q1,122,182
Q9H3Q1,257,356
P15056,1,38
P15056,308,454
Q6PJG6,741,767
P38398,230,270
P38398,306,338
P38398,534,570
P38398,654,709
P38398,1181,1216
P38398,1322,1387
P38398,1440,1505
P38398,1565,1596
P51587,37,68
P51587,358,381
P51587,2430,2450
P51587,3393,3418
O60885,1,58
O60885,174,229
O60885,242,352
O60885,463,615
O60885,674,1100
O60885,1116,1339
Q9NPI1,35,132
Q9NPI1,253,301
Q5VTR2,1,30
Q5VTR2,125,155
Q5VTR2,507,622
O75150,1,32
O75150,116,146
O75150,518,652
Q8TDC3,1,29
Q8TDC3,362,548
Q8TDC3,719,778
Q8IWQ3,345,475
Q8IWQ3,493,513
Q8IWQ3,681,736
Q8TDN6,1,46
Q9UPA5,1,161
Q9UPA5,231,343
Q9UPA5,366,459
Q9UPA5,524,927
Q9UPA5,940,1248
Q9UPA5,1298,1547
Q9UPA5,1570,1620
Q9UPA5,1924,1978
Q9UPA5,2287,2310
Q9UPA5,2324,2370
Q9UPA5,2532,2568
Q9UPA5,2601,2655
Q9UPA5,2845,2865
Q9UPA5,3039,3375
Q9UPA5,3424,3551
Q9UPA5,3572,3897
Q96K17,122,158
P20290,1,42
P20290,170,206
Q14201,138,162
Q9BRD0,20,56
Q9BRD0,106,429
Q9BRD0,538,578
O43709,255,281
Q13895,1,105
Q7L1Q6,1,26
Q9Y6E2,1,22
Q9Y4F5,130,261
Q9Y4F5,287,309
Q9Y4F5,325,388
Q9Y4F5,409,583
Q9Y4F5,598,895
Q9Y4F5,934,1316
Q9Y4F5,1350,1374
Q9Y4F5,1532,1552
P02745,27,114
Q07021,138,164
P02747,45,113
Q6UB35,1,71
Q8TF44,13,97
Q8TF44,119,140
Q8TF44,158,228
Q8TF44,250,303
Q86YS7,265,330
Q86YS7,639,669
Q4AC94,1,27
Q4AC94,488,508
Q4AC94,549,568
Q4AC94,1569,1591
Q4AC94,1822,1846
Q4AC94,1972,2032
Q4AC94,2084,2118
Q4AC94,2130,2269
Q4AC94,2301,2334
Q6P1N0,80,139
Q6P1N0,185,266
Q6P1N0,306,346
Q6P1N0,437,491
Q6P1N0,818,841
P33076,269,303
Q9UKL3,159,552
Q9UKL3,569,593
Q9UKL3,875,1017
Q9UKL3,1157,1188
Q9UKL3,1251,1283
Q9UKL3,1803,1909
Q8NDD1,1,28
Q8NDD1,40,82
Q8NDD1,94,119
Q8NDD1,134,160
Q8NDD1,222,266
Q9H425,1,22
Q9H425,76,113
Q9H425,134,299
Q9NY47,1,41
Q9Y6J0,361,400
Q9Y6J0,1299,1476
Q9Y6J0,1668,1845
Q9Y6J0,1915,2165
Q9Y6J0,2197,2220
O43497,1,48
O43497,521,551
O43497,569,600
O43497,698,720
O43497,991,1012
O43497,1047,1230
O43497,1878,1917
O43497,2107,2129
O43497,2171,2244
O43497,2272,2377
Q02641,1,76
Q02641,179,223
Q02641,466,490
Q02641,518,589
P54284,1,52
P54284,129,170
P54284,387,484
O00305,1,71
O00305,166,185
O00305,425,520
Q86Y37,1,56
Q86Y37,342,369
Q9P1Z2,514,606
P19022,863,884
P55283,124,168
P55283,806,838
Q13111,45,65
Q13111,122,155
Q13111,188,222
Q13111,250,432
Q13111,599,639
Q13111,765,790
Q13111,844,873
Q13111,933,956
Q13112,386,559
P00915,1,31
P00915,241,261
Q16790,42,154
P27797,193,278
P27797,350,417
Q8NCB2,327,501
Q5T5Y3,426,471
Q5T5Y3,603,637
Q5T5Y3,772,808
Q5T5Y3,825,870
Q5T5Y3,1075,1165
Q5T5Y3,1206,1226
Q5T5Y3,1301,1448
Q9P1Y5,183,205
Q9P1Y5,328,385
Q9P1Y5,430,457
Q9P1Y5,473,609
Q9P1Y5,632,696
Q9P1Y5,714,1029
Q9P1Y5,1061,1111
Q86VP6,315,344
O75155,315,346
Q01518,216,237
Q01518,278,319
P40123,225,261
P40123,273,321
Q14444,1,50
Q14444,260,291
Q14444,417,446
Q14444,475,499
Q14444,524,709
Q6IMN6,67,108
Q6IMN6,382,614
Q6IMN6,642,753
Q6IMN6,922,975
Q9ULU8,1,109
Q9ULU8,1329,1353
Q9NXV6,129,356
Q8N187,572,592
O15234,1,462
O15234,492,538
O15234,633,703
Q14511,237,260
Q14511,291,316
Q14511,328,398
Q14511,560,623
Q969G5,139,261
Q92793,1,41
Q92793,74,179
Q92793,266,290
Q92793,794,1083
Q92793,1556,1615
Q92793,1874,1959
Q92793,1977,2028
Q92793,2112,2263
Q92793,2294,2433
P83916,63,124
Q13185,1,28
Q13185,79,125
Q14781,60,204
Q14781,296,348
Q14781,379,493
P45973,70,117
O00257,92,165
O00257,217,243
O00257,281,404
O00257,509,528
Q9Y3M2,1,26
Q96BT1,62,81
Q9BWC9,103,176
Q8TBZ0,117,139
Q8IYX3,41,68
Q8IYX3,328,395
Q8IYX3,509,541
Q8IYX3,565,613
Q96CT7,1,126
Q96CT7,204,223
Q6PK04,1,64
Q6PK04,149,184
Q6PK04,204,225
Q6PK04,265,289
Q96MF4,1,79
Q96MF4,100,163
Q9UNH5,396,436
Q9UNH5,487,560
O60729,1,45
O60729,459,498
Q8N715,1,242
Q8N715,314,376
Q8N715,574,607
Q15834,148,202
A6NKD9,162,268
A6NKD9,307,348
Q8IX12,124,146
Q8IX12,285,354
Q8IX12,600,638
Q8IX12,673,713
Q8IX12,796,915
Q8N163,1,35
Q8N163,178,218
Q8N163,446,510
Q8N163,568,643
O60826,218,243
Q96HJ3,1,112
Q96HJ3,118,137
Q96HJ3,324,352
Q9BR77,21,48
Q9BR77,192,213
Q9H6F5,1,313
Q9H6F5,328,360
Q567U6,1,23
Q567U6,214,243
Q567U6,421,447
Q6ZUT6,173,237
Q6ZUT6,274,534
Q8TD31,62,82
Q8TD31,177,218
O00585,88,134
P20248,26,45
P20248,55,75
P14635,19,47
P14635,93,116
O96020,1,44
P41002,564,593
P41002,675,738
Q16589,301,320
Q9UK58,1,36
Q9UK58,318,526
Q96S94,316,520
O60563,360,385
O60563,487,650
O60563,688,726
Q6IQ19,50,201
Q6IQ19,231,255
P21127,17,412
P21127,733,795
Q96GN5,103,169
Q96GN5,188,213
Q13042,574,599
Q12834,17,80
P30260,287,422
P30260,781,824
Q16543,123,145
Q16543,347,378
Q99459,108,143
Q99459,247,278
Q99459,408,443
Q6P1J9,260,292
Q6P1J9,325,358
Q15131,334,360
Q9NYV4,1,703
Q9NYV4,1047,1098
Q9NYV4,1161,1189
Q9NYV4,1220,1348
Q9NYV4,1441,1460
Q9NYV4,1466,1490
Q14004,1,20
Q14004,30,60
Q14004,75,545
Q14004,566,596
Q14004,654,685
Q14004,1025,1084
Q14004,1138,1170
Q14004,1201,1231
Q14004,1245,1273
Q14004,1379,1400
Q14004,1468,1512
O94921,103,133
O94921,449,469
Q00537,30,55
Q00537,103,123
Q00537,501,523
Q07002,44,93
Q9BWU1,359,502
P49336,361,464
P50750,343,372
Q16667,1,20
O76039,300,349
O76039,382,566
O76039,646,834
O76039,848,920
P38936,76,164
Q9UKY7,1,234
O60308,883,925
Q5TB80,18,42
Q5TB80,170,231
Q5TB80,476,502
O94986,1,27
O94986,39,79
O94986,108,139
O94986,587,611
O94986,1120,1142
Q9UPV0,107,135
Q9UPV0,213,412
Q9UPV0,440,593
Q9UPV0,658,719
Q9UPV0,1290,1310
Q5SW79,368,441
Q5SW79,480,510
Q5SW79,562,890
Q5SW79,906,1176
Q5SW79,1238,1260
Q5SW79,1325,1345
Q5SW79,1369,1399
Q5SW79,1508,1556
Q8TEP8,69,138
Q8TEP8,288,308
Q8TEP8,950,1021
Q8TEP8,1043,1064
Q8TEP8,1101,1158
Q8TEP8,1182,1234
O15078,149,168
O15078,2458,2479
Q9C0D2,1008,1029
Q9C0D2,1558,1580
Q9C0D2,1795,1834
Q9C0D2,1979,2004
Q9C0D2,2085,2117
Q5VT06,1,24
Q5VT06,247,275
Q5VT06,436,514
Q5VT06,548,625
Q5VT06,671,722
Q5VT06,981,1002
Q5VT06,1081,1298
Q5VT06,1494,1673
Q5VT06,1794,1854
Q5VT06,1903,2020
Q5VT06,2107,2221
Q5VT06,2329,2356
Q5VT06,2407,2432
Q5VT06,2465,2485
Q5SZL2,1,27
Q5SZL2,50,89
P49715,1,55
P49715,178,201
P49715,217,291
P17676,46,67
P17676,79,116
P17676,157,178
P17676,218,271
Q03701,1,42
Q03701,102,160
Q03701,873,902
Q03701,915,969
Q03701,1031,1054
Q92879,277,309
Q5SZQ8,346,379
Q9BZC1,18,39
Q9BZC1,121,149
Q8N6W0,1,40
Q96J87,1,34
Q8N111,1,117
P49450,1,46
P07199,143,184
P07199,387,475
P07199,495,544
Q9HC77,190,211
Q9HC77,386,414
Q9HC77,436,479
Q9HC77,521,551
Q9HC77,611,789
Q9HC77,845,865
Q9HC77,1096,1153
P49454,211,236
P49454,1667,1690
P49454,1710,1746
P49454,2891,2977
P49454,3024,3114
Q71F23,1,76
Q71F23,88,227
Q9BYV8,89,137
Q9BYV8,275,373
Q9C0F1,322,348
Q53EZ4,1,26
Q86XR8,1,34
Q86XR8,43,62
Q86XR8,434,472
Q76N32,1,47
Q76N32,67,158
Q76N32,192,259
Q76N32,311,480
Q76N32,509,551
Q76N32,597,618
Q8NHQ1,1,23
Q9P209,152,176
Q9P209,211,256
Q9P209,285,413
Q5JTW2,432,451
Q5JTW2,563,589
Q5JTW2,614,689
Q9Y592,1,23
Q6P2H3,1,28
Q6P2H3,94,119
Q6P2H3,259,278
Q6P2H3,443,474
Q6P2H3,541,570
Q96ST8,28,49
Q96ST8,63,157
Q96ST8,175,226
Q96GE4,118,149
Q96GE4,323,369
Q96GE4,395,475
Q49MI3,1,36
Q9Y5P4,1,24
Q12798,1,31
P41208,1,30
P13569,1452,1480
Q9BRJ6,1,83
Q8N884,1,144
Q96JM3,86,124
Q96JM3,136,546
Q14839,1,157
Q14839,243,360
Q14839,510,538
Q14839,578,603
Q14839,1344,1401
Q14839,1525,1562
Q14839,1570,1589
Q14839,1594,1644
Q8TDI0,1,134
Q8TDI0,225,338
Q8TDI0,549,571
Q8TDI0,1209,1253
Q8TDI0,1351,1411
Q8TDI0,1524,1564
Q8TDI0,1597,1640
Q8TDI0,1658,1696
Q12873,23,133
Q12873,231,359
Q12873,431,452
Q12873,523,542
Q12873,587,611
Q12873,692,721
Q12873,1349,1399
Q12873,1512,1707
O14646,1,252
O14646,1080,1120
O14646,1321,1408
O14646,1502,1710
Q9P2D1,86,144
Q9P2D1,160,186
Q9P2D1,199,287
Q9P2D1,375,419
Q9P2D1,498,816
Q9P2D1,938,959
Q9P2D1,1576,1600
Q9P2D1,1837,1863
Q9P2D1,2170,2290
Q9P2D1,2823,2873
Q9P2D1,2935,2997
Q96EP1,1,21
Q96EP1,142,267
Q96EP1,388,417
Q96EP1,439,461
Q9UNE7,1,30
O14757,270,327
O96017,1,66
O96017,506,538
Q9HD42,173,196
Q9H444,1,23
Q9H444,185,224
Q9Y3E7,180,222
Q9Y2V2,1,52
Q9Y3Y2,151,204
Q5T280,1,33
Q5T280,49,71
O43734,1,66
O43734,155,211
O43734,327,403
Q15642,280,358
Q15642,391,421
Q15642,479,543
Q14011,69,172
Q96SN8,1015,1071
Q96SN8,1084,1105
Q96SN8,1346,1381
Q96SN8,1500,1521
Q96SN8,1646,1706
Q96SN8,1754,1774
Q8WWK9,1,28
Q8WWK9,153,175
Q8WWK9,214,236
Q8WWK9,336,403
Q07065,1,83
Q14008,516,579
Q14008,811,851
Q14008,1077,1160
Q14008,1422,1443
Q14008,1801,1822
Q14008,1949,2032
Q7Z460,235,292
Q7Z460,543,783
Q7Z460,1080,1120
Q7Z460,1136,1156
Q7Z460,1215,1238
O75122,1,61
O75122,314,368
O75122,409,467
O75122,488,557
O75122,617,645
O75122,878,928
O75122,952,995
P09497,1,82
P51798,1,49
Q9UDT6,1,71
Q9UDT6,143,162
Q9UDT6,195,215
Q9UDT6,313,339
Q9UDT6,1018,1046
Q96DZ5,1,49
Q96DZ5,365,413
P49759,1,42
P49759,79,146
P49760,1,67
P49760,101,143
P49761,1,134
P49761,177,286
Q9HAZ1,1,46
Q9HAZ1,102,143
Q16740,246,277
O96005,1,50
O96005,614,669
Q9BQ75,1,89
Q13956,1,51
Q6IBW4,194,331
P42695,155,188
P42695,514,533
P42695,889,911
P42695,1306,1339
P42695,1429,1498
Q6P9H4,309,334
Q6P9H4,347,390
Q6P9H4,517,537
Q99439,283,309
Q9H9A5,1,25
Q9H9A5,183,204
Q9H9A5,477,521
Q9H9A5,602,634
Q9UKZ1,1,63
Q9UKZ1,232,259
Q9NZN8,96,126
Q9NZN8,276,342
O75175,240,534
A5YKK6,720,768
A5YKK6,1315,1352
O95628,256,372
O95628,424,458
O95628,553,575
Q9NXG0,1,79
Q9NXG0,421,450
