uniprot,pfam_acc,start,end,domain
Q6PJT7,PF14608,681,698,zf-CCCH_2
Q6PJT7,PF14608,701,717,zf-CCCH_2
Q6PJT7,PF14608,640,656,zf-CCCH_2
Q9NR56,PF14608,221,239,zf-CCCH_2
Q9NR56,PF14608,52,71,zf-CCCH_2
Q9NR56,PF14608,19,39,zf-CCCH_2
Q5VZF2,PF14608,218,236,zf-CCCH_2
Q5VZF2,PF14608,52,71,zf-CCCH_2
Q9BQ75,PF14617,45,275,CMS1
P51531,PF14619,1244,1326,SnAC
Q9HBD4,PF14619,1322,1389,SnAC
P51532,PF14619,1322,1389,SnAC
Q9NRR4,PF14622,958,1071,Ribonucleas_3_3
O43929,PF14629,228,415,ORC4_C
Q9BXW9,PF14631,1,1415,FancD2
Q7KZ85,PF14632,37,127,SPT6_acidic
Q7KZ85,PF14633,1300,1514,SH2_2
Q6VVB1,PF14634,25,73,zf-RING_5
Q13263,PF14634,64,122,zf-RING_5
Q7KZ85,PF14635,935,1038,HHH_7
Q8TF40,PF14636,41,159,FNIP_N
Q8TF40,PF14637,316,549,FNIP_M
Q8TF40,PF14638,976,1162,FNIP_C
Q7KZ85,PF14639,775,931,YqgF
Q7KZ85,PF14641,305,433,HTH_44
Q9Y3M2,PF14645,2,116,Chibby
Q96JI7,PF14649,2095,2387,Spatacsin_C
Q9H2M9,PF14655,74,498,RAB3GAP2_N
Q9H2M9,PF14656,768,1369,RAB3GAP2_C
Q07954,PF14670,3294,3330,FXa_inhibition
Q07954,PF14670,807,842,FXa_inhibition
Q07954,PF14670,1185,1221,FXa_inhibition
O75096,PF14670,1313,1348,FXa_inhibition
O75096,PF14670,1006,1043,FXa_inhibition
P01133,PF14670,745,780,FXa_inhibition
O60729,PF14671,51,189,DSPn
A4D256,PF14671,21,159,DSPn
Q9UNH5,PF14671,13,153,DSPn
Q9NVI1,PF14674,1,53,FANCI_S1-cap
Q9NVI1,PF14675,62,280,FANCI_S1
Q9NVI1,PF14676,378,541,FANCI_S2
Q9NVI1,PF14677,804,1032,FANCI_S3
Q9NVI1,PF14678,1045,1296,FANCI_S4
Q9NVI1,PF14679,284,370,FANCI_HD1
Q9NVI1,PF14680,555,786,FANCI_HD2
P35573,PF14699,31,116,hGDE_N
O00411,PF14700,410,704,RPOL_N
P35573,PF14701,120,551,hDGE_amylase
P35573,PF14702,697,974,hGDE_central
Q9P1F3,PF14705,2,79,Costars
P18583,PF14709,2370,2423,DND1_DSRM
O95295,PF14712,23,110,Snapin_Pallidin
Q5SW96,PF14719,47,222,PID_2
O95831,PF14721,465,594,AIF_C
Q9UBT2,PF14732,452,539,UAE_UbL
Q2M389,PF14744,605,949,WASH-7_mid
Q2M389,PF14745,32,604,WASH-7_N
Q2M389,PF14746,966,1135,WASH-7_C
Q53H96,PF14748,167,271,P5CR_dimer
P32322,PF14748,164,268,P5CR_dimer
Q96C36,PF14748,164,268,P5CR_dimer
Q15067,PF14749,15,133,Acyl-CoA_ox_N
Q96NN9,PF14759,512,586,Reductase_C
P49327,PF14765,865,1108,PS-DH
Q86UA6,PF14766,8,47,RPA_interact_N
Q86UA6,PF14767,59,127,RPA_interact_M
Q86UA6,PF14768,136,217,RPA_interact_C
Q8NFJ9,PF14779,23,276,BBS1
Q6NW34,PF14780,12,202,DUF4477
Q8N3E9,PF14788,201,250,EF-hand_10
O00203,PF14796,812,958,AP3B1_C
Q13367,PF14796,802,947,AP3B1_C
O00203,PF14797,671,786,SEEEED
Q9BUT9,PF14799,61,157,FAM195
C9JLW8,PF14799,4,96,FAM195
P53618,PF14806,813,944,Coatomer_b_Cpla
O94927,PF14817,7,619,HAUS5
O94964,PF14818,831,969,DUF4482
Q9Y5B9,PF14826,5,167,FACT-Spt16_Nlob
Q99728,PF14835,41,105,zf-RING_6
Q9Y4E8,PF14836,135,222,Ubiquitin_3
P51784,PF14836,198,285,Ubiquitin_3
P21860,PF14843,499,630,GF_recep_IV
Q92824,PF14843,635,756,GF_recep_IV
P29122,PF14843,694,812,GF_recep_IV
P00533,PF14843,505,637,GF_recep_IV
Q99698,PF14844,3020,3115,PH_BEACH
Q8NFP9,PF14844,2158,2255,PH_BEACH
Q8IZQ1,PF14844,2587,2656,PH_BEACH
P50851,PF14844,2084,2181,PH_BEACH
Q8N8E3,PF14846,13,98,DUF4485
Q8IV03,PF14854,80,196,LURAP
Q8N4L1,PF14857,26,423,TMEM151
P17480,PF14887,479,563,HMG_box_5
Q96BY2,PF14893,1,326,PNMA
Q6PEW1,PF14893,4,213,PNMA
P0CW24,PF14893,1,319,PNMA
Q9UL42,PF14893,1,328,PNMA
Q8ND90,PF14893,1,325,PNMA
Q9BXX2,PF14915,1084,1372,CCDC144C
Q8IVF6,PF14915,327,617,CCDC144C
Q9BXX3,PF14915,1104,1394,CCDC144C
A2A2Z9,PF14915,336,626,CCDC144C
Q9UPS8,PF14915,914,1217,CCDC144C
Q96LK0,PF14933,6,156,CEP19
Q99747,PF14938,7,261,SNAP
Q9H115,PF14938,8,288,SNAP
P54920,PF14938,8,288,SNAP
Q9BYN8,PF14943,28,197,MRP-S26
Q92567,PF14944,1,244,TCRP1
A1KXE4,PF14944,50,195,TCRP1
A1KXE4,PF14944,1,53,TCRP1
Q96HA4,PF14946,59,210,DUF4501
Q9NWW7,PF14952,16,57,zf-tcix
Q9H3Q1,PF14957,112,228,BORG_CEP
Q96IX5,PF14960,1,51,ATP_synth_reg
P49069,PF14963,23,292,Get2_like
Q96N11,PF14964,2,381,DUF4507
Q9BVC6,PF14965,57,231,BRI3BP
P17152,PF14972,28,187,Mito_morph_reg
Q4G0N7,PF14982,3,80,UPF0731
P25063,PF14984,26,79,CD24
Q9NVX0,PF15003,8,190,HAUS2
Q9GZN8,PF15006,28,173,DUF4517
Q9C0F1,PF15007,5,131,CEP44
Q86WV6,PF15009,44,337,TMEM173
Q6UXB0,PF15010,86,358,FAM131
Q96AQ9,PF15010,67,234,FAM131
Q9NX04,PF15011,13,174,CK2S
Q9ULX3,PF15017,152,212,WRNPLPNID
Q8TF05,PF15017,451,520,WRNPLPNID
Q96LT7,PF15019,61,324,C9orf72-like
Q6ISU1,PF15028,20,146,PTCRA
A6NNL5,PF15031,29,154,DUF4528
Q5TZA2,PF15035,156,332,Rootletin
Q9BV73,PF15035,39,213,Rootletin
Q8N7C4,PF15049,11,171,DUF4534
Q6UWH4,PF15051,203,518,FAM198
Q9NPD7,PF15056,31,117,NRN1
Q76KD6,PF15058,1,144,Speriolin_N
Q76KD6,PF15058,133,228,Speriolin_N
Q76KD6,PF15059,445,591,Speriolin_C
Q9H3Y8,PF15060,1,110,PPDFL
Q8N5G0,PF15061,2,58,DUF4538
Q9NR00,PF15063,10,85,TC1
Q6ZRH7,PF15064,6,977,CATSPERG
Q08379,PF15070,381,908,GOLGA2L5
A8MV24,PF15075,12,145,DUF4542
Q14656,PF15100,8,245,TMEM187
Q8NHR7,PF15101,2,206,TERB2
Q8WXS4,PF15108,8,187,TMEM37
Q9NUL5,PF15135,16,272,UPF0515
Q9H4X1,PF15151,1,137,RGCC
Q9NWW5,PF15156,30,309,CLN6
Q7Z7J9,PF15170,1,78,CaM-KIIN
Q86W54,PF15175,10,191,SPATA24
Q8IVY1,PF15176,17,84,LRR19-TM
A1L190,PF15191,1,85,Synaptonemal_3
Q96A61,PF15227,20,57,zf-C3HC4_4
Q5EBN2,PF15227,16,56,zf-C3HC4_4
P19474,PF15227,16,54,zf-C3HC4_4
Q86WT6,PF15227,41,81,zf-C3HC4_4
P14373,PF15227,16,56,zf-C3HC4_4
Q9BSJ1,PF15227,15,55,zf-C3HC4_4
Q14258,PF15227,13,53,zf-C3HC4_4
Q8WV44,PF15227,20,57,zf-C3HC4_4
Q9BYJ4,PF15227,15,59,zf-C3HC4_4
A8CG34,PF15229,295,529,POM121
Q96HA1,PF15229,318,552,POM121
O43561,PF15234,1,258,LAT
Q6ZVF9,PF15235,630,771,GRIN_C
O60269,PF15235,344,455,GRIN_C
Q7Z2K8,PF15235,871,1005,GRIN_C
Q6NZI2,PF15237,48,320,PTRF_SDPR
Q6NSI3,PF15242,1,294,FAM53
Q14153,PF15242,1,302,FAM53
Q14135,PF15245,2,224,VGLL4
O14513,PF15246,1468,1776,NCKAP5
Q14493,PF15247,130,199,SLBP_RNA_bind
P0C7W0,PF15248,39,113,DUF4587
Q14699,PF15250,1,471,Raftlin
Q15468,PF15253,33,435,STIL_N
Q641Q2,PF15255,943,1080,CAP-ZIP_m
Q9Y4E1,PF15255,923,1059,CAP-ZIP_m
Q6NV74,PF15262,130,240,DUF4592
Q6ZUT6,PF15266,182,349,DUF4594
Q9NYF0,PF15268,46,836,Dapper
P46013,PF15276,502,558,PP1_bind
E9PEI0,PF15276,374,435,PP1_bind
Q69YH5,PF15276,389,450,PP1_bind
Q9NV70,PF15277,31,121,Sec3-PIP2_bind
Q6PGQ7,PF15280,7,212,BORA_N
Q9NSY1,PF15282,893,1161,BMP2K_C
Q8IZX4,PF15288,1280,1321,zf-CCHC_6
P21675,PF15288,1261,1302,zf-CCHC_6
O15079,PF15290,18,329,Syntaphilin
P81605,PF15291,19,106,Dermcidin
Q7Z417,PF15293,89,688,NUFIP2
Q9NQ48,PF15294,20,294,Leu_zip
Q8IVM0,PF15295,4,128,CCDC50_N
Q8WWK9,PF15297,325,673,CKAP2_C
Q8N187,PF15299,251,483,ALS2CR8
Q8NHU0,PF15300,121,183,INT_SG_DDX_CT_C
P0DMU8,PF15300,121,183,INT_SG_DDX_CT_C
P0DMV2,PF15300,121,183,INT_SG_DDX_CT_C
Q5HYN5,PF15300,121,183,INT_SG_DDX_CT_C
P0DMV1,PF15300,121,183,INT_SG_DDX_CT_C
P0DMV0,PF15300,121,183,INT_SG_DDX_CT_C
P0DMU7,PF15300,121,183,INT_SG_DDX_CT_C
Q5DJT8,PF15300,121,183,INT_SG_DDX_CT_C
P0DMU9,PF15300,121,183,INT_SG_DDX_CT_C
Q6ZNA4,PF15303,18,292,RNF111_N
Q9Y2D5,PF15304,686,851,AKAP2_C
Q9Y4F5,PF15308,842,1525,CEP170_C
Q5SW79,PF15308,809,1506,CEP170_C
Q8TCU4,PF15309,4032,4164,ALMS_motif
Q9C0D2,PF15309,2474,2599,ALMS_motif
Q9P1T7,PF15316,74,246,MDFI
Q9BQE6,PF15317,1,128,Lbh
Q9BVV6,PF15324,101,1342,TALPID3
Q9C0C2,PF15327,1556,1726,Tankyrase_bdg_C
Q9Y2B4,PF15331,28,246,TP53IP5
Q9H5J8,PF15333,27,244,TAF1D
Q9HCM7,PF15336,587,791,Auts2
Q9NQ92,PF15340,34,184,COPR5
Q9NSI2,PF15341,99,221,SLX9
Q9NWB6,PF15346,119,269,ARGLU
Q9NWZ8,PF15348,14,242,GEMIN8
Q9UJT2,PF15358,48,592,TSKS
Q9UKY7,PF15359,81,203,CDV3
Q9UPP5,PF15363,1236,1279,DUF4596
Q9NPJ4,PF15365,93,112,PNRC
Q12796,PF15365,279,298,PNRC
Q96M83,PF15368,1,170,BioT2
Q8IV32,PF15374,8,335,CCDC71L
Q8IV32,PF15374,313,461,CCDC71L
Q8NDD1,PF15375,131,256,DUF4602
Q92628,PF15376,23,1302,DUF4603
Q96D05,PF15378,62,120,DUF4605
Q9BXV9,PF15387,3,98,DUF4611
Q86VQ1,PF15388,167,477,FAM117
Q9H6R7,PF15390,2,672,WDCP
Q9H7E9,PF15393,109,228,DUF4615
Q9HCM1,PF15395,669,1737,DUF4617
Q9H4L5,PF15409,56,145,PH_8
Q9NYI0,PF15410,787,898,PH_9
O15020,PF15410,2220,2328,PH_9
Q9H254,PF15410,2420,2527,PH_9
Q8N140,PF15412,89,146,Nse4-Nse3_bdg
Q92665,PF15433,96,389,MRP-S31
Q9NYF8,PF15440,108,767,THRAP3_BCLAF1
Q9Y2W1,PF15440,123,791,THRAP3_BCLAF1
A6NCS6,PF15443,139,293,DUF4630
Q6IAA8,PF15454,16,85,LAMTOR
A6NJB7,PF15455,1,356,Pro-rich_19
Q96KP1,PF15469,132,914,Sec5
Q9UID3,PF15469,60,291,Sec5
Q7L4I2,PF15477,354,423,SMAP
Q1ED39,PF15477,362,435,SMAP
A2RRP1,PF15492,90,371,Nbas_N
P98073,PF15494,690,776,SRCR_2
Q5W0Q7,PF15499,226,498,Peptidase_C98
Q8TAP9,PF15502,95,179,MPLKIP
Q5W0Q7,PF15509,572,1090,DUF4650
Q5EE01,PF15510,1,88,CENP-W
P62805,PF15511,18,99,CENP-T_C
Q13112,PF15512,381,549,CAF-1_p60_C
Q14498,PF15519,341,442,RBM39linker
Q86U06,PF15519,353,439,RBM39linker
Q13111,PF15539,665,954,CAF1-p150_C2
Q13111,PF15557,1,226,CAF1-p150_N
Q8N715,PF15558,251,620,DUF4659
Q9UIG0,PF15612,723,767,WHIM1
Q9UIG0,PF15613,898,1025,WSD
Q86VQ0,PF15619,100,292,Lebercilin
Q03188,PF15620,296,552,CENP-C_mid
Q03188,PF15622,7,292,CENP_C_N
Q6DHV5,PF15625,467,638,CC2D2AN-C2
Q8TAP6,PF15627,99,258,CEP76-C2
Q9NT68,PF15636,2690,2767,Tox-GHH
O75152,PF15663,1,111,zf-CCCH_3
O95639,PF15663,33,122,zf-CCCH_3
Q8N4L8,PF15669,21,206,CCDC24
Q8N1H7,PF15676,31,587,S6OS1
Q8N111,PF15677,1,149,CEND1
Q8N0Z3,PF15678,36,434,SPICE
Q8N0T1,PF15679,1,100,DUF4665
Q86WX3,PF15684,24,134,AROS
Q86UE4,PF15686,6,423,LYRIC
P48552,PF15687,27,330,NRIP1_repr_1
P48552,PF15688,411,738,NRIP1_repr_2
P48552,PF15689,753,840,NRIP1_repr_3
P48552,PF15690,848,1158,NRIP1_repr_4
Q6ZUT1,PF15692,85,164,NKAP
Q8N5F7,PF15692,120,208,NKAP
O95402,PF15693,419,598,Med26_C
O95402,PF15694,177,417,Med26_M
P98173,PF15711,103,191,ILEI
Q14207,PF15712,758,1427,NPAT_C
Q15004,PF15715,1,111,PAF
Q15154,PF15717,1372,1998,PCM1_C
Q2KHM9,PF15718,1,962,MNR
Q32NC0,PF15719,27,210,DUF4674
Q5TGY3,PF15735,568,642,DUF4683
Q8NHS4,PF15739,28,141,TSNAXIP1_N
Q6IQ19,PF15748,7,269,CCSAP
Q6UX34,PF15756,26,121,DUF4690
Q6UXF1,PF15759,61,575,TMEM108
Q8IYA8,PF15771,19,591,IHO1
Q8IYX3,PF15774,18,404,DUF4702
Q8IZT6,PF15780,37,134,ASH
Q96Q15,PF15785,631,1242,SMG1
Q8NFP9,PF15787,472,743,DUF4704
P50851,PF15787,446,717,DUF4704
Q9BWC9,PF15794,55,276,CCDC106
Q69YW2,PF15795,44,127,Spec3
Q9Y5S2,PF15796,527,606,KELK
Q5VT25,PF15796,529,608,KELK
Q9H425,PF15797,31,134,DUF4706
Q96B36,PF15798,127,251,PRAS
P53582,PF15801,9,54,zf-C6H2
Q5H9S7,PF15802,31,505,DCAF17
Q9BWG6,PF15803,44,70,zf-SCNM1
Q9BWG6,PF15805,183,228,SCNM1_acidic
Q6W2J9,PF15808,1202,1414,BCOR
Q8NHG7,PF15811,1,73,SVIP
Q8IYJ2,PF15821,70,179,DUF4709
Q8NDC0,PF15822,5,242,MISS
Q9BXH1,PF15826,2,193,PUMA
Q8IYJ2,PF15852,458,547,DUF4724
C9J442,PF15856,25,237,DUF4727
P38432,PF15862,7,233,Coilin_N
O15360,PF15865,170,524,Fanconi_A_N
O60237,PF15898,881,982,PRKG1_interact
Q9BZL4,PF15898,682,782,PRKG1_interact
O14974,PF15898,931,1030,PRKG1_interact
Q99523,PF15901,574,740,Sortilin_C
Q99523,PF15902,142,572,Sortilin-Vps10
Q8N1F8,PF15904,4,94,LIP1
O75330,PF15905,15,338,HMMR_N
Q9Y314,PF15906,4,78,zf-NOSIP
Q9NS87,PF15908,1265,1388,HMMR_C
O75330,PF15908,552,708,HMMR_C
Q69YN4,PF15912,5,268,VIR_N
P78312,PF15914,1208,1264,FAM193_C
Q96PV7,PF15914,846,900,FAM193_C
O15063,PF15923,59,187,DUF4745
Q5VTB9,PF15926,336,444,RNF220
Q5VTB9,PF15926,217,339,RNF220
O00151,PF15936,138,236,DUF4749
Q96HC4,PF15936,213,305,DUF4749
P50479,PF15936,147,228,DUF4749
Q9UPQ0,PF15949,250,418,DUF4757
Q8WWI1,PF15949,634,787,DUF4757
Q8WWI1,PF15949,294,382,DUF4757
P19484,PF15951,4,162,MITF_TFEB_C_3_N
A6H8Y1,PF15963,293,398,Myb_DNA-bind_7
Q86SQ7,PF15964,6,706,CCCAP
Q9H158,PF15974,813,946,Cadherin_tail
Q9Y5H1,PF15974,810,932,Cadherin_tail
Q9NQT5,PF15985,197,245,KH_6
Q13868,PF15985,169,211,KH_6
Q8TF01,PF15996,223,391,PNISR
Q15029,PF16004,3,110,EFTUD2
A6NC42,PF16005,10,95,MOEP19
Q9BXS6,PF16006,158,436,NUSAP
Q3KR37,PF16016,375,523,VASt
Q9BSF8,PF16017,168,273,BTB_3
Q9NQW6,PF16018,142,229,Anillin_N
Q9NQW6,PF16018,428,506,Anillin_N
Q8WYN3,PF16019,60,279,CSRNP_N
Q8N8D1,PF16021,169,482,PDCD7
O43303,PF16025,29,106,CaM_bind
P08195,PF16028,145,225,SLC3A2_N
O75665,PF16045,74,101,LisH_2
Q5HYJ3,PF16046,6,328,FAM76
Q6P1J9,PF16050,1,297,CDC73_N
P82930,PF16053,61,187,MRP-S34
Q8IWI9,PF16059,1040,1087,DUF4801
Q9NUQ2,PF16076,249,328,Acyltransf_C
Q9NRZ5,PF16076,242,314,Acyltransf_C
Q02218,PF16078,47,87,2-oxogl_dehyd_N
Q9ULD0,PF16078,42,81,2-oxogl_dehyd_N
Q38SD2,PF16095,844,1046,COR
Q5S007,PF16095,1524,1740,COR
P51114,PF16096,460,535,FXR_C1
P51116,PF16096,502,577,FXR_C1
P51114,PF16097,554,620,FXR_C3
Q06787,PF16098,549,632,FXMR_C2
Q86XR5,PF16101,37,153,PRIMA1
Q6NVY1,PF16113,46,376,ECH_2
P53396,PF16114,244,421,Citrate_bind
P62704,PF16121,212,259,40S_S4_C
P62701,PF16121,212,259,40S_S4_C
P08865,PF16122,202,295,40S_SA_C
Q16775,PF16123,222,303,HAGH_C
Q8N490,PF16123,292,382,HAGH_C
P54132,PF16124,995,1067,RecQ_Zn_bind
Q14191,PF16124,870,940,RecQ_Zn_bind
O94762,PF16124,365,435,RecQ_Zn_bind
P46063,PF16124,420,479,RecQ_Zn_bind
Q8NI27,PF16134,8,421,THOC2_N
Q8NI27,PF16134,415,566,THOC2_N
Q14596,PF16158,379,478,N_BRCA1_IG
Q9H7D0,PF16172,71,434,DOCK_N
Q8N1I0,PF16172,69,392,DOCK_N
Q8IZD9,PF16172,69,412,DOCK_N
Q14185,PF16172,72,416,DOCK_N
Q92608,PF16172,71,414,DOCK_N
Q5JVS0,PF16174,16,162,IHABP4_N
Q8NC51,PF16174,5,151,IHABP4_N
Q14934,PF16179,587,687,RHD_dimer
Q04206,PF16179,195,292,RHD_dimer
O94916,PF16179,446,545,RHD_dimer
Q6H8Q1,PF16182,276,462,AbLIM_anchor
Q6H8Q1,PF16182,443,561,AbLIM_anchor
O14639,PF16182,349,728,AbLIM_anchor
O94929,PF16182,273,633,AbLIM_anchor
Q08495,PF16182,110,355,AbLIM_anchor
Q08495,PF16182,8,136,AbLIM_anchor
Q15058,PF16183,741,824,Kinesin_assoc
Q9NQT8,PF16183,385,471,Kinesin_assoc
O60333,PF16183,358,555,Kinesin_assoc
O60684,PF16186,464,515,Arm_3
A9QM74,PF16186,448,499,Arm_3
P52292,PF16186,458,509,Arm_3
O00505,PF16186,447,499,Arm_3
P52294,PF16186,466,517,Arm_3
O15131,PF16186,464,521,Arm_3
O00629,PF16186,447,499,Arm_3
P22314,PF16190,227,296,E1_FCCH
P22314,PF16191,297,366,E1_4HB
Q9UBT2,PF16195,549,636,UBA2_C
P49327,PF16197,362,472,KAsynt_C_assoc
O60832,PF16198,227,294,TruB_C_2
Q9UJZ1,PF16200,259,321,Band_7_C
O60287,PF16201,1668,1857,NopRA1
P54132,PF16202,1,368,BLM_N
P54132,PF16204,425,647,BDHCT_assoc
P62280,PF16205,5,73,Ribosomal_S17_N
P62281,PF16205,5,73,Ribosomal_S17_N
Q7Z3U7,PF16206,934,1708,Mon2_C
Q86SE9,PF16207,163,221,RAWUL
Q99496,PF16207,246,330,RAWUL
R4GMX3,PF16207,305,369,RAWUL
Q06587,PF16207,282,400,RAWUL
P35226,PF16207,162,226,RAWUL
P05787,PF16208,2,87,Keratin_2_head
P12035,PF16208,15,146,Keratin_2_head
P12035,PF16208,129,194,Keratin_2_head
P35908,PF16208,21,174,Keratin_2_head
P08729,PF16208,49,87,Keratin_2_head
P13647,PF16208,16,164,Keratin_2_head
P04264,PF16208,16,176,Keratin_2_head
P02538,PF16208,17,159,Keratin_2_head
Q9NTI2,PF16209,58,121,PhoLip_ATPase_N
Q9Y2Q0,PF16209,34,102,PhoLip_ATPase_N
O43520,PF16209,66,145,PhoLip_ATPase_N
P04264,PF16210,493,640,Keratin_2_tail
Q7L7L0,PF16211,92,126,Histone_H2A_C
Q16777,PF16211,92,126,Histone_H2A_C
Q9BTM1,PF16211,92,126,Histone_H2A_C
Q8IUE6,PF16211,92,126,Histone_H2A_C
Q99878,PF16211,92,126,Histone_H2A_C
P0C0S8,PF16211,92,126,Histone_H2A_C
P04908,PF16211,92,126,Histone_H2A_C
Q71UI9,PF16211,95,128,Histone_H2A_C
P0C0S5,PF16211,95,127,Histone_H2A_C
Q93077,PF16211,92,126,Histone_H2A_C
H0YFX9,PF16211,55,89,Histone_H2A_C
P16104,PF16211,92,126,Histone_H2A_C
Q96QV6,PF16211,92,126,Histone_H2A_C
P20671,PF16211,92,126,Histone_H2A_C
Q6FI13,PF16211,92,126,Histone_H2A_C
Q96KK5,PF16211,92,126,Histone_H2A_C
O75367,PF16211,89,123,Histone_H2A_C
Q7Z3U7,PF16213,8,184,DCB
Q9Y6D5,PF16213,4,200,DCB
Q9NUU6,PF16218,88,355,Peptidase_C101
Q96BN8,PF16218,80,344,Peptidase_C101
Q9Y266,PF16273,96,156,NuDC
O75525,PF16274,4,53,Qua1
Q5VWX1,PF16274,5,57,Qua1
Q07666,PF16274,102,153,Qua1
Q15637,PF16275,18,130,SF1-HH
P06748,PF16276,245,293,NPM1-C
Q7Z2E3,PF16278,297,356,zf-C2HE
Q9Y6Q9,PF16279,723,810,DUF4927
Q9UKV3,PF16294,1129,1247,RSB_motif
A6ZKI3,PF16297,2,113,DUF4939
Q86TG7,PF16297,62,165,DUF4939
O95751,PF16297,24,138,DUF4939
Q92828,PF16300,350,392,WD40_4
Q9BR76,PF16300,345,387,WD40_4
P31146,PF16300,345,387,WD40_4
Q9ULV4,PF16300,343,385,WD40_4
Q9UQ03,PF16300,350,392,WD40_4
P52815,PF16320,63,116,Ribosomal_L12_N
P50607,PF16322,29,237,Tub_N
O75386,PF16322,30,88,Tub_N
O95455,PF16363,21,327,GDP_Man_Dehyd
Q9BZB8,PF16366,502,559,CEBP_ZZ
Q7Z5Q1,PF16366,513,576,CEBP_ZZ
Q17RY0,PF16366,653,716,CEBP_ZZ
Q8NE35,PF16366,622,685,CEBP_ZZ
Q8NE35,PF16367,440,529,RRM_7
Q9BZB8,PF16367,310,410,RRM_7
Q7Z5Q1,PF16367,331,420,RRM_7
Q17RY0,PF16367,471,560,RRM_7
Q9BZB8,PF16368,1,307,CEBP1_N
Q9Y678,PF16381,761,873,Coatomer_g_Cpla
O60306,PF16399,18,802,Aquarius_N
P40692,PF16413,502,756,Mlh1_C
A5YKK6,PF16415,1087,1313,CNOT1_CAF1_bind
A5YKK6,PF16417,813,1004,CNOT1_TTP_bind
A5YKK6,PF16418,500,656,CNOT1_HEAT
Q15329,PF16421,133,230,E2F_CC-MB
P62191,PF16450,109,163,Prot_ATP_ID_OB
P62195,PF16450,73,128,Prot_ATP_ID_OB
P62333,PF16450,56,112,Prot_ATP_ID_OB
P17980,PF16450,90,165,Prot_ATP_ID_OB
Q5JU85,PF16453,961,1098,IQ_SEC7_PH
Q6DN90,PF16453,743,879,IQ_SEC7_PH
Q9UPP2,PF16453,859,996,IQ_SEC7_PH
Q92569,PF16454,163,331,PI3K_P85_iSH2
O00459,PF16454,428,596,PI3K_P85_iSH2
P27986,PF16454,431,599,PI3K_P85_iSH2
Q96JJ3,PF16457,541,667,PH_12
Q92824,PF16470,38,114,S8_pro-domain
P29122,PF16470,73,149,S8_pro-domain
Q9UPT6,PF16471,414,484,JIP_LZII
Q07954,PF16472,3022,3258,DUF5050
Q08AE8,PF16474,40,236,KIND
Q76NI1,PF16474,37,184,KIND
O75569,PF16482,218,310,Staufen_C
Q9NUL3,PF16482,455,523,Staufen_C
O95793,PF16482,446,557,Staufen_C
P50416,PF16484,1,47,CPT_N
Q9H9G7,PF16486,28,167,ArgoN
Q9UKV8,PF16486,36,166,ArgoN
Q9HCK5,PF16486,26,156,ArgoN
Q9UL18,PF16486,34,164,ArgoN
Q9H9G7,PF16487,430,512,ArgoMid
Q9UKV8,PF16487,429,511,ArgoMid
Q9HCK5,PF16487,421,503,ArgoMid
Q9UL18,PF16487,427,509,ArgoMid
Q9H9G7,PF16488,375,421,ArgoL2
Q9UKV8,PF16488,374,420,ArgoL2
Q9HCK5,PF16488,364,412,ArgoL2
Q9UL18,PF16488,372,418,ArgoL2
O94910,PF16489,549,774,GAIN
Q9HAR2,PF16489,567,775,GAIN
O14514,PF16489,661,859,GAIN
Q9Y5H1,PF16492,688,772,Cadherin_C_2
Q9H158,PF16492,680,771,Cadherin_C_2
Q9UPR5,PF16494,248,379,Na_Ca_ex_C
F8VXC8,PF16495,894,977,SWIRM-assoc_1
Q92922,PF16495,871,954,SWIRM-assoc_1
Q8TAQ2,PF16495,863,946,SWIRM-assoc_1
F8VXC8,PF16496,4,420,SWIRM-assoc_2
Q92922,PF16496,32,445,SWIRM-assoc_2
Q8TAQ2,PF16496,4,420,SWIRM-assoc_2
F8VXC8,PF16498,715,781,SWIRM-assoc_3
Q92922,PF16498,706,772,SWIRM-assoc_3
Q8TAQ2,PF16498,684,750,SWIRM-assoc_3
P78396,PF16500,80,190,Cyclin_N2
P20248,PF16500,46,161,Cyclin_N2
Q9BY12,PF16501,89,186,SCAPER_N
O60934,PF16508,216,325,NIBRIN_BRCT_II
Q9Y490,PF16511,4,83,FERM_f0
Q9Y4G6,PF16511,4,85,FERM_f0
Q9NRY4,PF16512,261,340,RhoGAP-FF1
Q9Y6K9,PF16516,247,344,CC2-LZ
Q9NS23,PF16517,299,338,Nore1-SARAH
Q8WWW0,PF16517,371,410,Nore1-SARAH
Q9H2L5,PF16517,275,314,Nore1-SARAH
Q9HCF6,PF16519,1240,1295,TRPM_tetra
Q9UM54,PF16521,1177,1267,Myosin-VI_CBD
Q8IYI6,PF16528,335,540,Exo84_C
Q6P2E9,PF16529,114,441,Ge1_WD40
Q6UVJ0,PF16531,44,141,SAS-6_N
Q01826,PF16534,72,170,ULD
Q02241,PF16540,803,906,MKLP1_Arf_bdg
Q8WU90,PF16543,229,330,DFRP_C
Q96PU8,PF16544,10,68,STAR_dimer
O43765,PF16546,3,64,SGTA_dimer
Q16186,PF16550,268,381,RPN13_C
Q96PU8,PF16551,312,341,Quaking_NLS
Q6W2J9,PF16553,1634,1747,PUFD
Q5H9F3,PF16553,1593,1710,PUFD
Q01826,PF16557,176,247,CUTL
Q05086,PF16558,29,83,AZUL
Q9Y2X7,PF16559,409,474,GIT_CC
Q9P2P5,PF16562,45,164,HECW_N
Q76N89,PF16562,65,184,HECW_N
