uniprot_acc	refseq	version
Q9C0D0	NM_030948	3
Q9C0D2	NM_033395	1
Q9C0F1	NM_001040157	2
Q9C0F1	NM_001145314	1
Q9C0F1	XM_011532285	2
Q9C0F1	XM_011532286	2
Q9C0F1	XM_011532287	2
Q9C0F1	XM_017008654	1
Q9C0F1	XM_017008655	1
Q9C0G0	NM_001146189	1
Q9C0G0	NM_001146190	1
Q9C0G0	NM_017757	2
Q9C0G0	XM_005266726	4
Q9C0G0	XM_011526068	2
Q9C0G0	XM_011526070	1
Q9C0H5	NM_001308207	1
Q9C0H5	NM_001308208	1
Q9C0H5	NM_025251	2
Q9C0H5	XM_011517308	1
Q9C0H5	XM_011517309	1
Q9C0H5	XM_017013870	1
Q9C0H5	XM_017013871	1
Q9C0I1	NM_001040446	2
Q9C0I1	NM_001294343	1
Q9C0I1	NM_001294344	1
Q9C0J8	NM_001006622	2
Q9C0J8	NM_001006623	2
Q9C0J8	NM_018383	4
Q9C0J8	XM_011511436	1
Q9C0K7	NM_001206864	1
Q9C0K7	NM_018571	5
Q9C0K7	XM_017004438	1
Q9GZL7	NM_018256	3
Q9GZM5	NM_015388	3
Q9GZM8	NM_001025579	2
Q9GZM8	NM_030808	4
Q9GZM8	XM_017025185	1
Q9GZM8	XM_017025187	1
Q9GZN7	NM_024589	2
Q9GZN8	NM_001039140	2
Q9GZN8	NM_001258429	1
Q9GZN8	NM_001258430	1
Q9GZQ8	NM_022818	4
Q9GZR2	NM_001279349	1
Q9GZR2	NM_001279350	1
Q9GZR2	NM_001279351	1
Q9GZR2	NM_020385	3
Q9GZR7	NM_020414	3
Q9GZS1	NM_001282766	1
Q9GZS1	NM_022490	2
Q9GZS1	XM_005251547	2
Q9GZS3	NM_001303247	1
Q9GZS3	NM_001303248	1
Q9GZS3	NM_025234	2
Q9GZS3	XM_011522094	1
Q9GZT3	NM_001267863	1
Q9GZT3	NM_001267864	1
Q9GZT3	NM_031210	5
Q9GZU5	NM_022567	2
Q9GZU5	XM_017029709	1
Q9GZU7	NM_001206878	1
Q9GZU7	NM_021198	2
Q9GZU7	NM_182642	2
Q9GZU8	NM_024946	2
Q9GZU8	XM_005256160	2
Q9GZU8	XM_005256163	2
Q9GZU8	XM_005256164	3
Q9GZU8	XM_005256165	2
Q9GZU8	XM_011523343	2
Q9GZU8	XM_017023682	1
Q9GZU8	XM_017023683	1
Q9GZU8	XM_017023684	1
Q9GZU8	XM_017023685	1
Q9GZU8	XM_017023686	1
Q9GZU8	XM_017023687	1
Q9GZU8	XM_017023688	1
Q9GZU8	XM_017023689	1
Q9GZU8	XM_017023690	1
Q9GZU8	XM_017023691	1
Q9GZU8	XM_017023692	1
Q9GZU8	XM_017023693	1
Q9GZU8	XM_017023694	1
Q9GZU8	XM_017023695	1
Q9GZU8	XM_017023696	1
Q9GZU8	XM_017023697	1
Q9GZU8	XM_017023698	1
Q9GZU8	XM_017023699	1
Q9GZU8	XM_017023700	1
Q9GZU8	XM_017023701	1
Q9GZU8	XM_017023702	1
Q9GZU8	XM_017023703	1
Q9GZU8	XM_017023704	1
Q9GZV4	NM_020390	5
Q9GZV7	NM_021817	2
Q9GZV7	XM_005245415	2
Q9GZV7	XM_011509853	2
Q9GZV7	XM_017002020	1
Q9GZV9	NM_020638	2
Q9GZY8	NM_001277061	1
Q9GZY8	NM_001277062	1
Q9GZY8	NM_001277063	1
Q9GZY8	NM_001277064	1
Q9GZY8	NM_001277065	1
Q9GZY8	NM_001277066	1
Q9GZY8	NM_001277067	1
Q9GZY8	NM_001277068	1
Q9GZY8	NM_020194	5
Q9GZY8	XM_006712638	1
Q9GZY8	XM_006712639	2
Q9GZY8	XM_011511500	1
Q9GZY8	XM_017004515	1
Q9H000	NM_001271707	1
Q9H000	NM_014160	4
Q9H019	NM_001099625	1
Q9H019	NM_001099626	1
Q9H019	NM_001099627	1
Q9H019	NM_019557	5
Q9H061	NM_001244735	1
Q9H061	NM_032273	3
Q9H089	NM_018385	2
Q9H093	NM_030952	2
Q9H0A0	NM_001144030	1
Q9H0A0	NM_024662	2
Q9H0A6	NM_001184996	1
Q9H0A6	NM_001184997	1
Q9H0A6	NM_001308273	1
Q9H0A6	NM_001308274	1
Q9H0A6	NM_030936	3
Q9H0A6	XM_005249522	4
Q9H0A6	XM_011515804	2
Q9H0A6	XM_011515805	2
Q9H0A6	XM_011515806	2
Q9H0A6	XM_011515807	2
Q9H0A6	XM_011515808	2
Q9H0A6	XM_011515809	2
Q9H0A6	XM_011515810	2
Q9H0A6	XM_011515811	2
Q9H0A6	XM_011515812	2
Q9H0A6	XM_017011755	1
Q9H0B3	NM_001145304	1
Q9H0B3	NM_001145305	1
Q9H0B3	NM_025249	3
Q9H0B3	XM_005260084	1
Q9H0B6	NM_001134774	1
Q9H0B6	NM_001134775	1
Q9H0B6	NM_001134776	1
Q9H0B6	NM_001318734	1
Q9H0B6	NM_022822	2
Q9H0B6	XM_005274183	1
Q9H0C2	NM_001318467	1
Q9H0C2	NM_031291	3
Q9H0C8	NM_030768	2
Q9H0D6	NM_001317960	1
Q9H0D6	NM_012255	4
Q9H0E2	NM_001318512	1
Q9H0E2	NM_001318514	1
Q9H0E2	NM_001318515	1
Q9H0E2	NM_001318516	1
Q9H0E2	NM_019009	3
Q9H0G5	NM_001261467	1
Q9H0G5	NM_032141	3
Q9H0H5	NM_001126103	2
Q9H0H5	NM_001126104	2
Q9H0H5	NM_001319999	1
Q9H0H5	NM_001320000	1
Q9H0H5	NM_001320001	1
Q9H0H5	NM_001320002	1
Q9H0H5	NM_001320003	1
Q9H0H5	NM_001320004	1
Q9H0H5	NM_001320005	1
Q9H0H5	NM_001320006	1
Q9H0H5	NM_001320007	1
Q9H0H5	NM_013277	4
Q9H0H5	XM_006719359	1
Q9H0H5	XM_011538238	1
Q9H0H5	XM_017019220	1
Q9H0J9	NM_022750	3
Q9H0K1	NM_015191	2
Q9H0L4	NM_015235	2
Q9H0N0	NM_032144	2
Q9H0Q0	NM_030797	3
Q9H0Q0	XM_005262630	3
Q9H0Q0	XM_006712108	3
Q9H0S4	NM_016355	3
Q9H0S4	NM_201224	1
Q9H0U4	NM_030981	2
Q9H0U9	NM_003309	3
Q9H0Z9	NM_001291780	1
Q9H0Z9	NM_017495	5
Q9H0Z9	NM_183425	2
Q9H115	NM_001283018	1
Q9H115	NM_001283020	1
Q9H115	NM_001283026	1
Q9H115	NM_022080	2
Q9H116	NM_001317012	1
Q9H116	NM_001317019	1
Q9H116	NM_022482	4
Q9H116	XM_011529321	2
Q9H116	XM_011529322	1
Q9H165	NM_018014	3
Q9H165	NM_022893	3
Q9H165	NM_138559	1
Q9H165	XM_011532909	1
Q9H165	XM_017004334	1
Q9H171	NM_001160417	1
Q9H171	NM_001160418	1
Q9H171	NM_001160419	2
Q9H171	NM_001323966	1
Q9H171	NM_030776	2
Q9H1A4	NM_022662	3
Q9H1B4	NM_032946	2
Q9H1I8	NM_001242906	1
Q9H1I8	NM_032204	4
Q9H1I8	XM_005261775	2
Q9H1I8	XM_017028998	1
Q9H1I8	XM_017028999	1
Q9H1I8	XM_017029000	1
Q9H1J1	NM_023011	3
Q9H1J1	NM_080687	2
Q9H1K4	NM_001303484	1
Q9H1K4	NM_031481	2
Q9H1K4	XM_011546151	2
Q9H1K4	XM_011546152	1
Q9H1K4	XM_011546153	2
Q9H1K4	XM_011546154	2
Q9H1K4	XM_017028968	1
Q9H1Q7	NM_001271168	1
Q9H1Q7	NM_022760	4
Q9H1Q7	XM_005260804	2
Q9H1Q7	XM_005260805	2
Q9H223	NM_139265	3
Q9H228	NM_001166215	1
Q9H228	NM_030760	4
Q9H244	NM_022788	4
Q9H244	NM_176876	2
Q9H244	XM_017007069	1
Q9H254	NM_020971	2
Q9H254	NM_025213	2
Q9H254	XM_017027049	1
Q9H269	NM_022575	3
Q9H269	NM_080413	2
Q9H270	NM_001290185	1
Q9H270	NM_021729	5
Q9H2G2	NM_001304743	1
Q9H2G2	NM_014720	3
Q9H2M9	NM_012414	3
Q9H2U1	NM_001114397	1
Q9H2U1	NM_020865	2
Q9H2U2	NM_006903	4
Q9H2U2	NM_176866	2
Q9H2U2	NM_176867	3
Q9H2U2	NM_176869	2
Q9H2X6	NM_001113239	2
Q9H2X6	NM_022740	4
Q9H2X9	NM_001134771	1
Q9H2X9	NM_020708	4
Q9H2Y7	NM_001284306	1
Q9H2Y7	NM_001284307	1
Q9H2Y7	NM_022473	2
Q9H330	NM_032012	3
Q9H361	NM_030979	2
Q9H3G5	NM_001348052	1
Q9H3G5	NM_001348054	1
Q9H3G5	NM_019029	3
Q9H3G5	NM_031311	4
Q9H3G5	XM_011515437	1
Q9H3Q1	NM_012121	4
Q9H3Q1	XM_005257182	2
Q9H3S7	NM_001304482	1
Q9H3S7	NM_015466	3
Q9H3Y6	NM_080823	3
Q9H425	NM_001136494	1
Q9H425	NM_001136495	1
Q9H425	NM_032800	2
Q9H425	XM_017002599	1
Q9H444	NM_176812	4
Q9H461	NM_031866	2
Q9H477	NM_001287580	1
Q9H477	NM_022128	2
Q9H479	NM_022158	3
Q9H492	NM_032514	3
Q9H492	NM_181509	2
Q9H4A3	NM_001184985	1
Q9H4A3	NM_014823	2
Q9H4A3	NM_018979	3
Q9H4A3	NM_213655	4
Q9H4A3	XM_017019837	1
Q9H4A3	XM_017019838	1
Q9H4A4	NM_001319182	1
Q9H4A4	NM_001319183	1
Q9H4A4	NM_001319184	1
Q9H4A4	NM_020216	3
Q9H4A4	XM_005245421	1
Q9H4A4	XM_017002022	1
Q9H4B4	NM_004073	3
Q9H4B6	NM_021818	3
Q9H4G4	NM_022343	3
Q9H4I0	NM_001136566	2
Q9H4I0	XM_006723605	3
Q9H4L4	NM_015670	5
Q9H4M9	NM_001282444	1
Q9H4M9	NM_001282445	1
Q9H4M9	NM_006795	3
Q9H4M9	XM_011544739	1
Q9H4X1	NM_014059	2
Q9H4Y5	NM_001191013	1
Q9H4Y5	NM_001191014	1
Q9H4Y5	NM_001191015	1
Q9H4Y5	NM_183239	1
Q9H4Y5	XM_011539270	2
Q9H4Z2	NM_022095	3
Q9H501	NM_001276380	1
Q9H501	NM_016649	3
Q9H501	XM_017027874	1
Q9H579	NM_152503	5
Q9H579	NM_213631	2
Q9H579	NM_213632	2
Q9H583	NM_018072	5
Q9H5I1	NM_001193424	1
Q9H5I1	NM_001193425	1
Q9H5I1	NM_001193426	1
Q9H5I1	NM_001193427	1
Q9H5I1	NM_024670	3
Q9H5I1	XM_006717503	3
Q9H5I1	XM_011519662	2
Q9H5I1	XM_017016637	1
Q9H5V7	NM_001271840	1
Q9H5V7	XM_006717947	3
Q9H5V7	XM_017016550	1
Q9H5V7	XM_017016551	1
Q9H5V7	XM_017016552	1
Q9H5V9	NM_001170569	1
Q9H5V9	NM_001170570	1
Q9H5V9	NM_022101	3
Q9H633	NM_001199120	1
Q9H633	NM_001199121	1
Q9H633	NM_024839	2
Q9H694	NM_001080512	2
Q9H6F5	NM_024098	3
Q9H6P5	NM_017714	2
Q9H6R0	NM_001199699	1
Q9H6R0	NM_020162	3
Q9H6R0	XM_017024877	1
Q9H6R4	NM_022917	4
Q9H6R4	NM_139235	3
Q9H6S0	NM_022828	4
Q9H6S0	XM_017009730	1
Q9H6W3	NM_024644	4
Q9H6Y2	NM_017706	4
Q9H6Y2	XM_005268469	2
Q9H6Z4	NM_001300865	1
Q9H6Z4	NM_003624	2
Q9H6Z4	NM_007320	2
Q9H6Z4	NM_007322	2
Q9H773	NM_024096	1
Q9H792	NM_024776	3
Q9H792	XM_005254670	2
Q9H792	XM_005254671	2
Q9H792	XM_005254673	2
Q9H792	XM_005254674	2
Q9H792	XM_005254675	4
Q9H792	XM_011522033	2
Q9H792	XM_011522034	2
Q9H792	XM_011522035	2
Q9H792	XM_011522036	2
Q9H792	XM_011522037	2
Q9H792	XM_011522038	2
Q9H792	XM_011522039	2
Q9H7B2	NM_032194	2
Q9H7D0	NM_024940	7
Q9H7E2	NM_001146070	1
Q9H7E2	NM_001146071	1
Q9H7E2	NM_030794	2
Q9H7E2	XM_017020777	1
Q9H814	NM_032177	3
Q9H840	NM_001007269	1
Q9H840	NM_001007270	1
Q9H840	NM_001319054	1
Q9H840	NM_001319055	1
Q9H840	NM_024707	2
Q9H840	XM_005259262	3
Q9H840	XM_005259263	4
Q9H840	XM_017027312	1
Q9H869	NM_001198899	1
Q9H869	NM_001198900	1
Q9H869	NM_001198901	1
Q9H869	NM_001198902	1
Q9H869	NM_001198903	1
Q9H869	NM_001198904	1
Q9H869	NM_001198905	1
Q9H869	NM_001198906	1
Q9H869	NM_018253	3
Q9H869	NM_139118	2
Q9H869	NM_139119	2
Q9H869	NM_139121	2
Q9H898	NM_001135731	1
Q9H898	NM_024645	2
Q9H8H0	NM_001303272	1
Q9H8H0	NM_015462	4
Q9H8H2	NM_001322340	1
Q9H8H2	NM_001322344	1
Q9H8H2	NM_022779	8
Q9H8H2	NM_138620	1
Q9H8L6	NM_024756	2
Q9H8M1	NM_001320818	1
Q9H8M1	NM_001320819	1
Q9H8M1	NM_001320820	1
Q9H8M1	NM_025147	4
Q9H8M7	NM_001318330	1
Q9H8M7	NM_024948	3
Q9H8M7	XM_005252600	2
Q9H8M7	XM_005252602	2
Q9H8M7	XM_011519694	1
Q9H8M7	XM_017016673	1
Q9H8S9	NM_001317110	1
Q9H8S9	NM_001317111	1
Q9H8S9	NM_001317112	1
Q9H8S9	NM_018221	4
Q9H8W3	NM_001134672	1
Q9H8W3	NM_022063	2
Q9H8X2	NM_022755	5
Q9H903	NM_001144978	1
Q9H910	NM_144570	2
Q9H936	NM_001191060	1
Q9H936	NM_001191061	1
Q9H936	NM_024698	5
Q9H936	XM_011520369	1
Q9H936	XM_011520370	1
Q9H936	XM_011520371	1
Q9H999	NM_024594	3
Q9H9A5	NM_001256741	1
Q9H9A5	NM_001256742	1
Q9H9A5	NM_015442	2
Q9H9A6	NM_017768	4
Q9H9B4	NM_001322977	1
Q9H9B4	NM_022754	6
Q9H9G7	NM_024852	3
Q9H9G7	NM_177422	2
Q9H9G7	XM_005270575	3
Q9H9G7	XM_011540882	2
Q9H9G7	XM_017000523	1
Q9H9G7	XM_017000524	1
Q9H9G7	XM_017000525	1
Q9H9G7	XM_017000526	1
Q9H9G7	XM_017000527	1
Q9H9H5	NM_024871	2
Q9H9L3	NM_001303095	1
Q9H9L3	XM_005245516	4
Q9H9L3	XM_006711560	3
Q9H9L3	XM_006711561	3
Q9H9Q2	NM_001282950	2
Q9H9Q2	NM_001282952	2
Q9H9Q2	NM_022730	3
Q9H9Q2	XM_017004716	1
Q9H9Q2	XM_017004717	1
Q9H9Y2	NM_025065	6
Q9H9Y6	NM_001137604	2
Q9H9Y6	NM_001282772	1
Q9H9Y6	NM_001282774	1
Q9H9Y6	NM_001282776	1
Q9H9Y6	NM_001282777	1
Q9H9Y6	NM_001282779	1
Q9H9Y6	NM_019014	5
Q9H9Z2	NM_024674	5
Q9H9Z2	XM_011542148	1
Q9HA38	NM_022470	3
Q9HA38	NM_152240	2
Q9HA38	XM_005247706	2
Q9HA38	XM_011513073	1
Q9HA47	NM_001135954	2
Q9HA47	NM_001261450	2
Q9HA47	NM_001261451	2
Q9HA47	NM_001318519	1
Q9HA47	NM_031432	3
Q9HA65	NM_001168222	1
Q9HA65	NM_024682	2
Q9HAF1	NM_001270875	1
Q9HAF1	NM_001270876	1
Q9HAF1	NM_022756	5
Q9HAJ7	NM_001131062	1
Q9HAJ7	NM_001131063	1
Q9HAJ7	NM_024632	5
Q9HAP6	NM_001308419	1
Q9HAP6	NM_022165	2
Q9HAR2	NM_001322246	1
Q9HAR2	NM_001322402	1
Q9HAR2	NM_015236	5
Q9HAU0	NM_001143821	2
Q9HAU0	NM_001190860	2
Q9HAU0	NM_001256470	1
Q9HAU0	NM_001256787	1
Q9HAU0	NM_019012	5
Q9HAU0	XM_005253400	1
Q9HAU0	XM_011520717	1
Q9HAU0	XM_017019503	1
Q9HAU4	NM_022739	3
Q9HAU5	NM_015542	3
Q9HAU5	NM_080599	2
Q9HAU8	NM_018226	4
Q9HAV0	NM_021629	3
Q9HAV0	XM_005247692	2
Q9HAV0	XM_006713721	2
Q9HAV4	NM_020750	2
Q9HAV7	NM_025196	3
Q9HAZ1	NM_020666	2
Q9HB21	NM_001001974	2
Q9HB21	NM_001195608	1
Q9HB21	NM_001330178	1
Q9HB21	NM_021622	4
Q9HB21	XM_005270016	1
Q9HB21	XM_005270021	4
Q9HB21	XM_017016480	1
Q9HB21	XM_017016481	1
Q9HB21	XM_017016482	1
Q9HB21	XM_017016490	1
Q9HB21	XM_017016491	1
Q9HB58	NM_001185015	1
Q9HB58	NM_004509	3
Q9HB58	NM_080424	2
Q9HB71	NM_001007214	1
Q9HB71	NM_014412	2
Q9HB71	XM_017001046	1
Q9HBD1	NM_001100588	1
Q9HBD1	NM_018835	2
Q9HBL7	NM_018465	3
Q9HBL7	XM_005251510	4
Q9HBL7	XM_011517960	2
Q9HBU6	NM_001039481	1
Q9HBU6	NM_018638	4
Q9HBY8	NM_001199264	1
Q9HBY8	NM_016276	3
Q9HBY8	NM_170693	2
Q9HC16	NM_021822	3
Q9HC36	NM_001317947	1
Q9HC36	NM_018146	3
Q9HC38	NM_016080	3
Q9HC62	NM_021627	2
Q9HC77	NM_018451	4
Q9HC98	NM_001145001	2
Q9HC98	NM_001166167	1
Q9HC98	NM_001166168	1
Q9HC98	NM_001166169	1
Q9HC98	NM_001166170	1
Q9HC98	NM_001166171	1
Q9HC98	NM_014397	5
Q9HC98	XM_005251664	1
Q9HC98	XM_006716936	2
Q9HC98	XM_017014217	1
Q9HCC0	NM_022132	4
Q9HCC0	XM_005248567	1
Q9HCD5	NM_020967	2
Q9HCE1	NM_001130079	2
Q9HCE1	NM_001286072	1
Q9HCE1	NM_001321324	1
Q9HCE1	NM_020963	4
Q9HCE1	XM_005270869	4
Q9HCE1	XM_005270870	4
Q9HCE1	XM_017001318	1
Q9HCF6	NM_001007471	2
Q9HCF6	NM_206948	2
Q9HCF6	XM_011519038	2
Q9HCF6	XM_011519039	2
Q9HCF6	XM_011519041	2
Q9HCF6	XM_011519044	2
Q9HCF6	XM_011519046	2
Q9HCF6	XM_011519047	2
Q9HCF6	XM_017015142	1
Q9HCG8	NM_020943	2
Q9HCG8	XM_005246726	2
Q9HCH3	NM_001314018	1
Q9HCH3	NM_001314019	1
Q9HCH3	NM_001314020	1
Q9HCH3	NM_020939	1
Q9HCJ0	NM_001142640	1
Q9HCJ0	NM_018996	3
Q9HCK5	NM_017629	3
Q9HCM3	NM_001164665	1
Q9HCM3	NM_020910	2
Q9HCM7	NM_001142641	1
Q9HCS7	NM_020196	2
Q9HCX4	NM_001167576	1
Q9HCX4	NM_001167577	1
Q9HCX4	NM_020389	2
Q9HD20	NM_020410	2
Q9HD33	NM_020409	2
Q9HD33	NM_177988	1
Q9HD42	NM_002768	4
Q9HD43	NM_001161440	2
Q9HD43	NM_002842	4
Q9NP64	NM_001282566	1
Q9NP64	NM_001282567	1
Q9NP64	NM_001282568	1
Q9NP64	NM_001282569	1
Q9NP64	NM_001282570	1
Q9NP64	NM_001282571	1
Q9NP64	NM_001282572	1
Q9NP64	NM_001282573	1
Q9NP64	NM_001282574	1
Q9NP64	NM_016505	3
Q9NP64	XM_006710681	3
Q9NP64	XM_011541567	2
Q9NP73	NM_001039210	4
Q9NP73	NM_001099922	2
Q9NP73	NM_001168385	2
Q9NP73	NM_001257230	1
Q9NP73	NM_001257231	1
Q9NP73	NM_001257234	1
Q9NP73	NM_001257237	1
Q9NP73	NM_001257241	2
Q9NP73	NM_018466	5
Q9NP79	NM_001286371	1
Q9NP79	NM_001286372	1
Q9NP79	NM_016485	4
Q9NP97	NM_001281727	1
Q9NP97	NM_001281728	1
Q9NP97	NM_001281729	1
Q9NP97	NM_014183	3
Q9NP97	NM_177953	2
Q9NPA8	NM_001193557	1
Q9NPA8	NM_020189	5
Q9NPB6	NM_001037281	1
Q9NPB6	NM_016948	2
Q9NPD3	NM_019037	2
Q9NPD7	NM_001278710	1
Q9NPD7	NM_001278711	1
Q9NPD7	NM_016588	2
Q9NPE3	NM_018648	3
Q9NPH5	NM_001143836	2
Q9NPH5	NM_001143837	1
Q9NPH5	NM_001291926	1
Q9NPH5	NM_001291927	1
Q9NPH5	NM_001300995	1
Q9NPH5	NM_016931	4
Q9NPH5	XM_011542857	2
Q9NPI1	NM_001173984	2
Q9NPI1	NM_013263	4
Q9NPI5	NM_001289117	1
Q9NPI5	NM_170678	2
Q9NPI6	NM_001290204	1
Q9NPI6	NM_001290205	1
Q9NPI6	NM_001290206	1
Q9NPI6	NM_001290207	1
Q9NPI6	NM_018403	6
Q9NPJ1	NM_018848	3
Q9NPJ1	NM_170784	2
Q9NPJ3	NM_001160094	1
Q9NPJ3	NM_018473	3
Q9NPJ4	NM_017761	3
Q9NPJ4	XM_017001691	1
Q9NPQ8	NM_001286134	1
Q9NPQ8	NM_021932	5
Q9NPQ8	XM_017018107	1
Q9NQ29	NM_001320226	1
Q9NQ29	NM_001330420	1
Q9NQ29	NM_018032	4
Q9NQ29	NM_201412	2
Q9NQ50	NM_003776	3
Q9NQ55	NM_001040664	2
Q9NQ55	NM_020230	6
Q9NQ66	NM_015192	3
Q9NQ66	NM_182734	2
Q9NQ79	NM_001206528	2
Q9NQ79	NM_018058	6
Q9NQB0	NM_001146274	1
Q9NQB0	NM_001146283	1
Q9NQB0	NM_001146284	1
Q9NQB0	NM_001146286	1
Q9NQB0	NM_001198526	1
Q9NQB0	NM_001198528	1
Q9NQB0	NM_001198531	1
Q9NQB0	XM_005270084	1
Q9NQB0	XM_005270089	1
Q9NQB0	XM_005270096	2
Q9NQB0	XM_005270103	1
Q9NQB0	XM_017016592	1
Q9NQB0	XM_017016593	1
Q9NQC3	NM_001321859	1
Q9NQC3	NM_001321860	1
Q9NQC3	NM_001321861	1
Q9NQC3	NM_001321862	1
Q9NQC3	NM_001321863	1
Q9NQC3	NM_001321904	1
Q9NQC3	NM_007008	2
Q9NQC3	NM_020532	4
Q9NQC3	NM_153828	2
Q9NQC3	NM_207520	1
Q9NQC3	NM_207521	1
Q9NQC3	XM_005264434	3
Q9NQC3	XM_017004518	1
Q9NQC3	XM_017004519	1
Q9NQC7	NM_001042355	1
Q9NQC7	NM_001042412	1
Q9NQC7	NM_015247	2
Q9NQC7	XM_005255812	2
Q9NQC7	XM_006721149	1
Q9NQC7	XM_011522907	2
Q9NQC7	XM_017022977	1
Q9NQC7	XM_017022978	1
Q9NQC7	XM_017022979	1
Q9NQC7	XM_017022980	1
Q9NQI0	NM_001142549	1
Q9NQI0	NM_001166533	1
Q9NQI0	NM_001166534	1
Q9NQI0	NM_024415	2
Q9NQM4	NM_001169154	1
Q9NQM4	NM_173494	1
Q9NQM4	XM_011530855	2
Q9NQP4	NM_002623	3
Q9NQR1	NM_001324504	1
Q9NQR1	NM_001324505	1
Q9NQR1	NM_001324506	1
Q9NQR1	NM_020382	4
Q9NQS7	NM_001040694	1
Q9NQS7	NM_020238	2
Q9NQT4	NM_020158	3
Q9NQT5	NM_001002269	2
Q9NQT5	NM_016042	3
Q9NQT8	NM_015254	3
Q9NQW6	NM_001284301	2
Q9NQW6	NM_001284302	2
Q9NQW6	NM_018685	4
Q9NQX3	NM_001024218	1
Q9NQX3	NM_020806	4
Q9NQZ2	NM_020368	2
Q9NQZ3	NM_004081	5
Q9NR00	NM_020130	4
Q9NR11	NM_001012320	2
Q9NR11	NM_001289181	1
Q9NR11	NM_001289182	1
Q9NR11	NM_001289183	1
Q9NR11	NM_001289184	1
Q9NR11	NM_001289185	1
Q9NR11	NM_001289186	1
Q9NR11	NM_001289187	1
Q9NR11	NM_001289188	1
Q9NR11	NM_001289189	1
Q9NR11	NM_001289190	1
Q9NR11	NM_001289191	1
Q9NR11	NM_001289192	1
Q9NR11	NM_018443	3
Q9NR11	NM_018675	2
Q9NR12	NM_005451	4
Q9NR12	NM_203352	2
Q9NR12	NM_213636	2
Q9NR20	NM_003845	2
Q9NR21	NM_001286521	1
Q9NR21	NM_001286522	1
Q9NR21	NM_020367	5
Q9NR21	XM_005253711	4
Q9NR21	XM_011520970	1
Q9NR21	XM_011520971	2
Q9NR21	XM_011520973	2
Q9NR21	XM_017019670	1
Q9NR21	XM_017019671	1
Q9NR22	NM_001256536	1
Q9NR22	NM_019854	4
Q9NR30	NM_001256910	1
Q9NR30	NM_004728	3
Q9NR31	NM_001142648	1
Q9NR31	NM_020150	4
Q9NR46	NM_001287045	1
Q9NR46	NM_001287046	1
Q9NR46	NM_020145	3
Q9NR46	XM_005252101	3
Q9NR56	NM_001314057	1
Q9NR56	NM_021038	4
Q9NR56	NM_207292	2
Q9NR56	NM_207293	1
Q9NR56	NM_207294	1
Q9NR56	NM_207295	1
Q9NR56	NM_207296	1
Q9NR56	NM_207297	1
Q9NR56	XM_005247466	4
Q9NR56	XM_005247471	4
Q9NR56	XM_011512847	2
Q9NR56	XM_011512849	2
Q9NR56	XM_017006425	1
Q9NR56	XM_017006426	1
Q9NR56	XM_017006427	1
Q9NR56	XM_017006428	1
Q9NR56	XM_017006429	1
Q9NR56	XM_017006430	1
Q9NR56	XM_017006431	1
Q9NR56	XM_017006436	1
Q9NR80	NM_015320	3
Q9NR80	NM_032995	2
Q9NR90	NM_020364	3
Q9NRA0	NM_001204158	2
Q9NRA0	NM_001204159	2
Q9NRA0	NM_001204160	2
Q9NRA0	NM_020126	4
Q9NRA0	XM_006723292	1
Q9NRA0	XM_011527133	1
Q9NRA0	XM_011527134	1
Q9NRA8	NM_001164501	1
Q9NRA8	NM_001164502	1
Q9NRA8	NM_019843	3
Q9NRA8	XM_005261686	2
Q9NRA8	XM_005261687	2
Q9NRA8	XM_005261688	2
Q9NRA8	XM_011530280	1
Q9NRA8	XM_011530281	2
Q9NRA8	XM_017028864	1
Q9NRC1	NM_018412	3
Q9NRC1	NM_021908	2
Q9NRC6	NM_016642	3
Q9NRC8	NM_016538	2
Q9NRD5	NM_001039583	1
Q9NRD5	NM_001039584	1
Q9NRD5	NM_012407	3
Q9NRF2	NM_001145795	1
Q9NRF2	NM_001145796	1
Q9NRF2	NM_001145797	1
Q9NRF2	NM_001145812	1
Q9NRF2	NM_001308293	1
Q9NRF2	NM_001308294	1
Q9NRF2	NM_015503	2
Q9NRF2	XM_017023114	1
Q9NRF2	XM_017023115	1
Q9NRF2	XM_017023116	1
Q9NRF8	NM_001144002	1
Q9NRF8	NM_019857	4
Q9NRF8	NM_175859	2
Q9NRF8	XM_005274562	3
Q9NRF8	XM_006724503	3
Q9NRF9	NM_001278255	1
Q9NRF9	NM_017443	4
Q9NRG9	NM_001173466	1
Q9NRG9	NM_015665	5
Q9NRH3	NM_016437	2
Q9NRI5	NM_001012957	1
Q9NRI5	NM_001012958	1
Q9NRI5	NM_001012959	1
Q9NRI5	NM_001164539	1
Q9NRI5	NM_001164541	1
Q9NRI5	NM_001164544	1
Q9NRI5	NM_001164545	1
Q9NRI5	NM_001164546	1
Q9NRI5	NM_001164547	1
Q9NRI5	NM_001164555	1
Q9NRI5	NM_001164556	1
Q9NRI5	NM_018662	2
Q9NRL3	NM_001039877	1
Q9NRL3	NM_013403	2
Q9NRM2	NM_021994	2
Q9NRM7	NM_014572	2
Q9NRM7	XM_005266342	1
Q9NRN7	NM_015423	2
Q9NRN9	NM_001293186	1
Q9NRN9	NM_001293187	1
Q9NRN9	NM_014168	3
Q9NRR3	NM_001038702	1
Q9NRR3	NM_020240	2
Q9NRR3	XM_017009648	1
Q9NRR3	XM_017009649	1
Q9NRR4	NM_001100412	1
Q9NRR4	NM_013235	4
Q9NRR4	XM_005248291	3
